Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2017,PRY,Males,0 - 14,550,480,423,618
2017,PRY,Males,15 - 24,1063,920,819,1146
2017,PRY,Males,25 - 34,980,1002,838,1112
2017,PRY,Males,35 - 44,311,362,320,437
2017,PRY,Males,45 - 54,135,146,135,195
2017,PRY,Females,55 - 64,274,257,222,326
2017,PRY,Both,35 - 44,985,1151,1025,1437
2017,PRY,Both,25 - 34,2415,2591,2390,3120
2017,PRY,Both,15 - 24,2765,2618,2459,3187
2017,PAK,Females,0 - 14,518,265,264,436
2017,PAK,Females,15 - 24,369,475,339,580
2017,PAK,Females,25 - 34,610,588,453,667
2017,PAK,Females,35 - 44,378,286,244,357
2017,PAK,Females,45 - 54,84,102,87,137
2017,PAK,Females,55 - 64,28,31,23,42
2017,PAK,Females,65+,13,19,12,24
2017,PAK,Females,All,2000,1983,1649,2322
2017,PAK,Males,0 - 14,692,667,577,884
2017,PAK,Males,15 - 24,1352,1201,884,1327
2017,PAK,Males,25 - 34,1600,1634,1090,1656
2017,PAK,Males,35 - 44,673,827,645,889
2017,PAK,Males,45 - 54,200,248,203,304
2017,PAK,Males,55 - 64,41,59,43,78
2017,PAK,Males,65+,22,25,16,29
2017,PAK,Males,All,4580,4373,3783,5164
2017,PRY,Both,0 - 14,1164,1143,1028,1396
2017,PAK,Both,65+,35,49,31,57
2017,RUS,Both,65+,318,398,291,447
2017,UKR,Females,All,4321,5373,4313,5862
2017,RUS,Females,0 - 14,674,733,642,953
2017,GBR,Males,0 - 14,1127,1267,923,1310
2017,GBR,Males,15 - 24,645,824,665,876
2017,GBR,Males,25 - 34,1529,1618,1294,1637
2017,GBR,Males,35 - 44,1417,1519,1234,1551
2017,GBR,Males,45 - 54,1918,1875,1648,2105
2017,GBR,Males,55 - 64,2434,2648,2339,2968
2017,GBR,Males,65+,2287,2357,2005,2717
2017,GBR,Females,All,9890,11002,9537,11747
2017,GBR,Males,All,11357,12183,10652,13043
2017,USA,Both,15 - 24,1922,1940,1719,2375
2017,USA,Both,25 - 34,1910,1526,1538,2094
2017,USA,Both,35 - 44,814,792,749,999
2017,USA,Both,45 - 54,612,534,533,734
2017,USA,Both,55 - 64,480,469,415,587
2017,USA,Both,65+,448,449,372,539
2017,USA,Both,All,7471,7892,6643,8564
2017,USA,Both,0 - 14,1285,1224,1106,1460
2017,USA,Females,0 - 14,622,575,532,728
2017,GBR,Females,65+,1469,2246,1630,2276
2017,GBR,Females,45 - 54,1718,1517,1413,1850
2017,UKR,Males,45 - 54,313,371,314,441
2017,UKR,Males,55 - 64,142,170,138,202
2017,UKR,Males,65+,75,90,74,130
2017,UKR,Males,All,3467,4169,3317,5109
2017,GBR,Both,0 - 14,2180,2039,1738,2440
2017,GBR,Both,15 - 24,1541,1701,1455,1881
2017,GBR,Both,25 - 34,2919,2942,2604,3243
2017,GBR,Females,55 - 64,2235,2428,2097,2708
2017,GBR,Both,35 - 44,2546,2595,2343,2850
2017,GBR,Both,55 - 64,4669,4900,4472,5519
2017,GBR,Both,65+,3756,4192,3676,4733
2017,GBR,Both,All,21247,23887,19693,24080
2017,GBR,Females,0 - 14,1053,932,809,1115
2017,GBR,Females,15 - 24,896,844,741,990
2017,GBR,Females,25 - 34,1390,1367,1241,1540
2017,GBR,Females,35 - 44,1129,1093,1040,1315
2017,GBR,Both,45 - 54,3636,3443,3176,3923
2017,USA,Females,15 - 24,1256,1062,936,1348
2017,USA,Females,25 - 34,1107,861,842,1134
2017,USA,Females,35 - 44,432,411,367,517
2017,VEN,Females,15 - 24,2949,2516,2409,3264
2017,VEN,Females,25 - 34,4884,5133,4353,6080
2017,VEN,Females,35 - 44,2835,2523,2406,3206
2017,VEN,Females,45 - 54,1908,1450,1488,2064
2017,VEN,Females,55 - 64,1495,1533,1250,1729
2017,VEN,Females,65+,1182,1335,977,1431
2017,VEN,Females,All,17860,15833,15245,19699
2017,VEN,Females,0 - 14,2607,2724,2043,2922
2017,VEN,Males,0 - 14,2760,2704,1967,2867
2017,VEN,Males,25 - 34,4104,3835,3608,4880
2017,VEN,Males,35 - 44,2346,2099,1878,2585
2017,VEN,Males,45 - 54,1066,1082,941,1322
2017,VEN,Males,55 - 64,605,654,579,847
2017,VEN,Males,65+,534,629,439,716
2017,VEN,Males,All,13738,13608,11534,15795
2017,MAR,Females,65+,915,849,685,975
2017,VEN,Males,15 - 24,2323,2080,1897,2792
2017,VEN,Both,All,31598,28919,26204,33878
2017,VEN,Both,65+,1716,1938,1450,2101
2017,VEN,Both,55 - 64,2100,2141,1833,2564
2017,USA,Females,45 - 54,292,281,263,363
2017,USA,Females,55 - 64,226,222,203,293
2017,USA,Females,65+,200,209,179,273
2017,USA,Females,All,4135,4145,3571,4736
2017,USA,Males,0 - 14,663,614,562,782
2017,USA,Males,15 - 24,666,787,707,1061
2017,USA,Males,25 - 34,803,681,685,927
2017,USA,Males,35 - 44,382,368,360,493
2017,USA,Males,45 - 54,320,225,258,358
2017,USA,Males,55 - 64,254,211,196,281
2017,USA,Males,65+,248,190,172,277
2017,USA,Males,All,3336,3342,3088,4078
2017,VEN,Both,0 - 14,5367,5213,4091,5661
2017,VEN,Both,15 - 24,5272,4565,4389,5871
2017,VEN,Both,25 - 34,8988,8609,8048,10593
2017,VEN,Both,35 - 44,5181,4600,4412,5890
2017,VEN,Both,45 - 54,2974,2597,2535,3377
2017,UKR,Males,35 - 44,637,751,594,850
2017,UKR,Males,25 - 34,901,1016,846,1138
2017,UKR,Males,15 - 24,662,681,623,844
2017,UKR,Males,0 - 14,737,1086,724,1099
2017,RUS,Females,15 - 24,582,612,503,717
2017,RUS,Females,25 - 34,1152,999,870,1206
2017,RUS,Females,35 - 44,812,745,676,1005
2017,RUS,Females,45 - 54,484,577,501,714
2017,RUS,Females,55 - 64,358,470,336,520
2017,RUS,Females,65+,229,256,187,317
2017,RUS,Females,All,4291,4451,4074,5371
2017,RUS,Males,0 - 14,791,854,663,950
2017,RUS,Males,15 - 24,319,394,297,454
2017,RUS,Males,25 - 34,467,528,465,654
2017,RUS,Males,35 - 44,472,559,479,713
2017,RUS,Males,45 - 54,384,391,337,511
2017,RUS,Males,55 - 64,191,228,175,271
2017,RUS,Males,65+,89,127,92,141
2017,RUS,Males,All,2713,3050,2709,3629
2017,RUS,Both,All,7004,7768,6797,8786
2017,UKR,Both,0 - 14,1436,2116,1438,2026
2017,UKR,Both,15 - 24,1471,1521,1384,1895
2017,UKR,Both,25 - 34,2007,2291,1958,2538
2017,UKR,Both,35 - 44,1389,1609,1371,1804
2017,UKR,Both,45 - 54,767,917,801,1072
2017,UKR,Both,55 - 64,454,512,448,604
2017,UKR,Both,65+,264,310,260,388
2017,UKR,Females,0 - 14,699,1023,696,982
2017,UKR,Females,15 - 24,809,938,759,1045
2017,UKR,Females,25 - 34,1106,1371,1025,1464
2017,UKR,Females,35 - 44,752,824,736,979
2017,UKR,Females,45 - 54,454,543,454,646
2017,UKR,Females,55 - 64,312,320,285,413
2017,UKR,Females,65+,189,235,184,269
2017,UKR,Both,All,7788,9296,7762,10576
2017,MAR,Females,55 - 64,1065,931,773,1118
2017,MAR,Females,45 - 54,1134,1480,1153,1622
2017,DZA,Both,0 - 14,976,1020,735,1093
2017,CHN,Both,All,11424,11701,10568,13659
2017,CHN,Females,0 - 14,913,746,693,1026
2017,CHN,Females,15 - 24,2222,1841,1793,2452
2017,CHN,Females,25 - 34,1403,1433,1253,1631
2017,CHN,Females,35 - 44,913,1005,822,1093
2017,CHN,Females,45 - 54,519,602,477,656
2017,CHN,Females,55 - 64,224,280,223,308
2017,CHN,Both,65+,288,309,244,341
2017,CHN,Females,65+,152,167,135,185
2017,CHN,Males,0 - 14,1152,1004,771,1140
2017,CHN,Males,15 - 24,1477,1565,1406,1849
2017,CHN,Males,25 - 34,1050,1113,960,1273
2017,CHN,Males,35 - 44,685,749,689,896
2017,CHN,Males,45 - 54,437,434,391,519
2017,CHN,Males,55 - 64,141,173,152,220
2017,CHN,Males,65+,136,133,98,147
2017,CHN,Females,All,6346,6662,5852,7317
2017,CHN,Males,All,5078,5044,4714,6302
2017,CHN,Both,55 - 64,365,495,391,537
2017,CHN,Both,35 - 44,1598,1868,1550,2038
2017,BGR,Females,35 - 44,639,480,467,616
2017,BGR,Females,45 - 54,381,390,328,453
2017,BGR,Females,55 - 64,208,201,202,277
2017,BGR,Females,65+,174,162,147,212
2017,BGR,Females,All,3072,2986,2626,3343
2017,BGR,Males,0 - 14,513,496,421,557
2017,BGR,Males,15 - 24,471,499,434,574
2017,CHN,Both,45 - 54,956,1090,873,1210
2017,BGR,Males,25 - 34,699,681,563,769
2017,BGR,Males,45 - 54,407,402,330,460
2017,BGR,Males,55 - 64,181,176,148,201
2017,BGR,Males,65+,98,87,85,116
2017,BGR,Males,All,2978,2804,2672,3340
2017,CHN,Both,0 - 14,2065,1748,1546,2062
2017,CHN,Both,15 - 24,3699,3409,3363,4257
2017,CHN,Both,25 - 34,2453,2583,2305,2873
2017,BGR,Males,35 - 44,609,603,521,712
2017,COL,Both,0 - 14,4652,4650,4102,5672
2017,COL,Both,15 - 24,6885,7182,5881,8208
2017,COL,Both,25 - 34,10145,10550,8876,12450
2017,CUB,Both,0 - 14,819,876,797,1030
2017,CUB,Both,15 - 24,1194,1266,1241,1623
2017,CUB,Both,25 - 34,2490,2660,2240,3032
2017,CUB,Both,35 - 44,1188,1516,1334,1713
2017,CUB,Both,45 - 54,1163,1270,1162,1453
2017,CUB,Both,55 - 64,622,755,623,828
2017,CUB,Both,65+,530,587,512,717
2017,COL,Males,All,14974,14245,13325,18003
2017,CUB,Both,All,8006,9439,8132,10394
2017,CUB,Females,15 - 24,624,747,654,891
2017,CUB,Females,25 - 34,1186,1380,1139,1532
2017,CUB,Females,35 - 44,606,761,668,868
2017,CUB,Females,45 - 54,636,689,637,818
2017,CUB,Females,55 - 64,420,455,391,515
2017,CUB,Females,65+,335,390,329,475
2017,CUB,Females,All,4223,4983,4401,5612
2017,CUB,Females,0 - 14,416,446,390,527
2017,COL,Males,65+,339,303,265,434
2017,COL,Males,55 - 64,495,541,428,677
2017,COL,Males,45 - 54,1216,1364,1066,1705
2017,COL,Both,35 - 44,5910,6230,5408,7191
2017,COL,Both,45 - 54,3548,3768,3103,4353
2017,COL,Both,55 - 64,1736,1782,1435,2190
2017,COL,Both,65+,1230,1199,922,1427
2017,COL,Both,All,34106,33342,30658,40177
2017,COL,Females,0 - 14,2270,2301,1970,2846
2017,COL,Females,15 - 24,3511,3526,3073,4578
2017,COL,Females,25 - 34,5416,5655,4772,6750
2017,COL,Females,35 - 44,3471,3422,2781,3876
2017,COL,Females,45 - 54,2332,2088,1770,2522
2017,COL,Females,55 - 64,1241,1278,977,1483
2017,COL,Females,65+,891,837,604,1064
2017,COL,Females,All,19132,18624,16904,22518
2017,COL,Males,0 - 14,2382,2317,1980,2931
2017,COL,Males,15 - 24,3374,3122,2497,4011
2017,COL,Males,25 - 34,4729,4537,3729,5541
2017,COL,Males,35 - 44,2439,2356,2209,3145
2017,BGR,Females,25 - 34,680,634,529,705
2017,BGR,Females,0 - 14,450,466,374,496
2017,BGR,Both,All,6050,5604,5328,6774
2017,BGR,Both,65+,272,264,247,322
2017,DZA,Males,55 - 64,137,126,111,167
2017,DZA,Males,65+,83,71,63,102
2017,DZA,Males,All,2807,2552,2477,3560
2017,ARG,Both,0 - 14,1174,1216,1149,1757
2017,ARG,Both,15 - 24,1417,1456,1365,1978
2017,ARG,Both,25 - 34,2912,2928,2775,3647
2017,ARG,Both,35 - 44,1465,1558,1429,1935
2017,DZA,Males,45 - 54,335,294,239,361
2017,ARG,Both,45 - 54,663,780,697,972
2017,ARG,Both,65+,692,638,593,810
2017,ARG,Both,All,8783,8847,8452,11454
2017,ARG,Females,0 - 14,591,583,564,847
2017,ARG,Females,15 - 24,741,752,700,1050
2017,ARG,Females,25 - 34,1563,1658,1384,1845
2017,ARG,Females,35 - 44,724,755,685,948
2017,ARG,Females,45 - 54,357,383,354,498
2017,ARG,Both,55 - 64,460,516,439,626
2017,DZA,Males,35 - 44,461,602,460,688
2017,DZA,Males,25 - 34,760,747,664,1100
2017,DZA,Males,15 - 24,525,439,357,571
2017,MAR,Females,35 - 44,2462,3260,2711,3810
2017,DZA,Both,15 - 24,784,714,577,932
2017,DZA,Both,25 - 34,1280,1124,1106,1630
2017,DZA,Both,35 - 44,794,879,730,1011
2017,DZA,Both,45 - 54,497,443,403,575
2017,DZA,Both,55 - 64,266,241,214,310
2017,DZA,Both,65+,177,164,131,200
2017,DZA,Both,All,4774,4381,4059,5635
2017,DZA,Females,0 - 14,470,482,275,485
2017,DZA,Females,15 - 24,259,297,232,366
2017,DZA,Females,25 - 34,520,461,427,630
2017,DZA,Females,35 - 44,333,322,267,385
2017,DZA,Females,45 - 54,162,175,153,235
2017,DZA,Females,55 - 64,129,106,91,142
2017,DZA,Females,65+,94,81,58,100
2017,DZA,Females,All,1967,1794,1607,2271
2017,DZA,Males,0 - 14,506,553,458,697
2017,ARG,Females,55 - 64,301,285,251,374
2017,CUB,Males,0 - 14,403,469,419,564
2017,ARG,Females,65+,449,447,371,519
2017,ARG,Males,0 - 14,583,663,603,945
2017,BRA,Females,65+,195,202,177,254
2017,BRA,Females,All,7193,7882,6854,8648
2017,BRA,Males,0 - 14,936,989,900,1236
2017,BRA,Males,15 - 24,1158,1226,1005,1392
2017,BRA,Males,25 - 34,1691,1660,1511,1955
2017,BRA,Males,35 - 44,1004,967,827,1131
2017,BRA,Males,45 - 54,323,354,293,412
2017,BRA,Females,55 - 64,353,350,304,422
2017,BRA,Males,55 - 64,121,133,110,167
2017,BRA,Males,All,5310,5383,4841,6295
2017,BGR,Both,0 - 14,963,927,776,1041
2017,BGR,Both,15 - 24,1011,987,906,1170
2017,BGR,Both,25 - 34,1379,1221,1137,1443
2017,BGR,Both,35 - 44,1248,1048,1036,1308
2017,BGR,Both,45 - 54,788,754,695,892
2017,BGR,Both,55 - 64,389,431,363,482
2017,BRA,Males,65+,77,76,63,98
2017,BRA,Females,45 - 54,642,674,562,769
2017,BRA,Females,35 - 44,1458,1404,1244,1696
2017,BRA,Females,25 - 34,2249,2495,2071,2729
2017,ARG,Males,15 - 24,676,673,646,970
2017,ARG,Males,25 - 34,1349,1521,1315,1820
2017,ARG,Males,35 - 44,741,845,705,1007
2017,ARG,Males,45 - 54,306,391,323,473
2017,ARG,Males,55 - 64,159,228,178,261
2017,ARG,Males,65+,243,217,207,322
2017,ARG,Males,All,4057,4565,4190,5654
2017,BRA,Both,0 - 14,1911,2005,1812,2461
2017,BRA,Both,15 - 24,2479,2501,2350,3076
2017,BRA,Both,25 - 34,3940,4161,3732,4678
2017,BRA,Both,35 - 44,2462,2701,2243,2880
2017,BRA,Both,45 - 54,965,1032,904,1209
2017,BRA,Both,55 - 64,474,481,421,589
2017,BRA,Both,65+,272,279,243,348
2017,BRA,Both,All,12503,13309,11947,14938
2017,BRA,Females,0 - 14,975,1121,899,1292
2017,BRA,Females,15 - 24,1321,1372,1256,1746
2017,ARG,Females,All,4726,4751,4436,6032
2017,CUB,Males,15 - 24,570,622,562,742
2017,BGR,Females,15 - 24,540,566,465,603
2017,CUB,Males,35 - 44,582,755,638,863
2017,HND,Both,25 - 34,6144,6636,5441,7060
2017,HND,Both,35 - 44,2780,2769,2479,3294
2017,HND,Both,45 - 54,1106,1031,982,1278
2017,HND,Both,55 - 64,392,360,349,472
2017,HND,Both,65+,191,182,179,258
2017,HND,Both,All,18282,18015,17060,21470
2017,HND,Females,0 - 14,1235,1666,1392,2270
2017,HND,Both,15 - 24,5305,5267,5002,6530
2017,HND,Females,15 - 24,3857,3566,3459,4789
2017,HND,Females,35 - 44,2241,2451,1872,2463
2017,HND,Females,45 - 54,918,960,780,1036
2017,HND,Females,55 - 64,325,305,285,390
2017,HND,Females,65+,137,135,134,210
2017,HND,Females,All,13448,13876,12360,15850
2017,HND,Males,0 - 14,1129,1206,957,1484
2017,HND,Males,15 - 24,1448,1512,1331,1864
2017,HND,Females,25 - 34,4735,4578,4022,5198
2017,HND,Both,0 - 14,2364,3001,2518,3735
2017,DEU,Males,All,4548,4941,4056,5161
2017,DEU,Males,65+,671,654,564,871
2017,DEU,Both,55 - 64,1128,1091,1010,1301
2017,DEU,Both,65+,1240,1259,1112,1554
2017,DEU,Both,All,9085,8770,8321,10044
2017,DEU,Females,0 - 14,473,480,390,528
2017,DEU,Females,15 - 24,834,815,643,870
2017,DEU,Females,25 - 34,1043,1001,817,1125
2017,DEU,Females,35 - 44,574,625,492,623
2017,DEU,Females,45 - 54,557,549,505,654
2017,DEU,Females,55 - 64,487,526,475,628
2017,DEU,Females,65+,569,684,529,751
2017,DEU,Females,All,4537,4588,4156,5115
2017,DEU,Males,0 - 14,522,495,417,579
2017,DEU,Males,15 - 24,494,569,477,647
2017,DEU,Males,25 - 34,891,944,780,992
2017,DEU,Males,35 - 44,614,664,552,698
2017,DEU,Males,45 - 54,715,681,580,748
2017,DEU,Males,55 - 64,641,609,521,682
2017,HND,Males,25 - 34,1409,1498,1328,1817
2017,DEU,Both,45 - 54,1272,1223,1110,1375
2017,HND,Males,35 - 44,539,550,532,740
2017,HND,Males,55 - 64,67,74,65,95
2017,ITA,Males,35 - 44,2832,3477,2702,3488
2017,ITA,Males,45 - 54,1588,1679,1506,1888
2017,ITA,Males,55 - 64,884,942,815,1138
2017,ITA,Males,65+,842,734,701,935
2017,ITA,Males,All,15546,16784,14916,18792
2017,MAR,Both,0 - 14,6761,8189,7563,10391
2017,MAR,Both,15 - 24,9491,12319,9957,14442
2017,ITA,Males,25 - 34,5290,6056,5046,6374
2017,MAR,Both,25 - 34,12365,12972,13314,18528
2017,MAR,Both,45 - 54,2272,3163,2676,3668
2017,MAR,Both,55 - 64,1690,1726,1593,2144
2017,MAR,Both,65+,1462,1415,1329,1811
2017,MAR,Both,All,39841,50043,42917,58135
2017,MAR,Females,0 - 14,3109,3802,3112,4293
2017,MAR,Females,15 - 24,3729,5181,4127,5988
2017,CUB,Males,25 - 34,1304,1279,1047,1469
2017,MAR,Both,35 - 44,5800,8290,7011,9506
2017,ITA,Males,15 - 24,2524,2540,2349,3019
2017,ITA,Males,0 - 14,1586,1697,1486,2049
2017,ITA,Females,All,13247,14260,12544,15570
2017,HND,Males,65+,54,47,41,64
2017,HND,Males,All,4834,5263,4549,6321
2017,ITA,Both,0 - 14,3095,3147,2842,3530
2017,ITA,Both,15 - 24,5012,4845,4661,5681
2017,ITA,Both,25 - 34,9719,10846,9294,11521
2017,ITA,Both,35 - 44,4793,5436,4656,5682
2017,ITA,Both,45 - 54,2817,2808,2576,3254
2017,ITA,Both,55 - 64,1753,1823,1655,2149
2017,ITA,Both,65+,1604,1617,1430,1812
2017,ITA,Both,All,28793,28956,26721,33080
2017,ITA,Females,0 - 14,1509,1563,1310,1669
2017,ITA,Females,15 - 24,2488,2480,2257,2794
2017,ITA,Females,25 - 34,4429,5075,4079,5504
2017,ITA,Females,35 - 44,1961,2264,1889,2414
2017,ITA,Females,45 - 54,1229,1187,1098,1371
2017,ITA,Females,55 - 64,869,885,785,1002
2017,ITA,Females,65+,762,820,709,903
2017,HND,Males,45 - 54,188,202,186,261
2017,DEU,Both,35 - 44,1188,1319,1070,1316
2017,MAR,Females,25 - 34,4650,5495,5220,7468
2017,DOM,Males,0 - 14,831,933,750,1030
2017,DEU,Both,25 - 34,1934,1915,1676,2101
2017,DOM,Males,15 - 24,1214,1171,1053,1356
2017,DOM,Males,25 - 34,1114,1039,1001,1310
2017,DOM,Males,35 - 44,689,632,589,773
2017,DOM,Males,45 - 54,271,258,244,341
2017,DOM,Males,55 - 64,89,96,80,111
2017,DOM,Males,65+,49,48,43,63
2017,DOM,Females,All,5027,4823,4491,5632
2017,DOM,Males,All,4257,4196,3871,4964
2017,ECU,Both,15 - 24,2605,2619,2200,2792
2017,ECU,Both,35 - 44,1165,1295,1107,1448
2017,ECU,Both,45 - 54,579,669,597,784
2017,ECU,Both,55 - 64,325,336,289,385
2017,ECU,Both,65+,320,254,245,345
2017,ECU,Both,All,8844,8705,8090,10210
2017,ECU,Females,0 - 14,473,560,461,734
2017,ECU,Both,0 - 14,965,1285,1013,1520
2017,ECU,Females,15 - 24,1244,1158,1083,1413
2017,DOM,Females,65+,121,91,86,123
2017,DOM,Females,45 - 54,373,318,300,408
2017,CUB,Males,45 - 54,527,549,500,650
2017,CUB,Males,55 - 64,202,265,222,307
2017,CUB,Males,65+,195,219,191,267
2017,CUB,Males,All,3783,4223,3817,5042
2017,DOM,Both,0 - 14,1618,1576,1465,1890
2017,DOM,Both,15 - 24,2641,2372,2330,2893
2017,DOM,Both,25 - 34,2502,2409,2226,2862
2017,DOM,Females,55 - 64,183,147,131,181
2017,DOM,Both,35 - 44,1437,1391,1241,1606
2017,DOM,Both,55 - 64,272,271,222,298
2017,DOM,Both,65+,170,139,133,184
2017,DOM,Both,All,9284,8707,8296,10246
2017,DOM,Females,0 - 14,787,755,710,965
2017,DOM,Females,15 - 24,1427,1315,1240,1586
2017,DOM,Females,25 - 34,1388,1268,1183,1600
2017,DOM,Females,35 - 44,748,682,617,844
2017,DOM,Both,45 - 54,644,618,557,755
2017,ECU,Females,25 - 34,1470,1416,1153,1535
2017,ECU,Both,25 - 34,2885,2821,2438,3077
2017,ECU,Females,45 - 54,270,358,281,398
2017,FRA,Females,15 - 24,1239,1090,987,1362
2017,FRA,Females,25 - 34,1366,1129,1128,1494
2017,FRA,Females,35 - 44,709,586,580,770
2017,FRA,Females,45 - 54,491,453,407,544
2017,FRA,Females,55 - 64,463,496,429,603
2017,FRA,Females,65+,516,545,463,663
2017,ECU,Females,35 - 44,587,584,501,670
2017,FRA,Males,0 - 14,805,774,669,997
2017,FRA,Males,15 - 24,871,983,844,1211
2017,FRA,Males,25 - 34,1476,1465,1228,1636
2017,FRA,Males,35 - 44,900,875,722,1023
2017,FRA,Males,45 - 54,666,619,506,715
2017,FRA,Males,55 - 64,599,643,479,665
2017,FRA,Males,65+,547,586,478,672
2017,FRA,Males,All,5864,5831,5140,6708
2017,DEU,Both,0 - 14,995,994,819,1089
2017,DEU,Both,15 - 24,1328,1267,1151,1489
2017,FRA,Females,0 - 14,787,660,566,845
2017,FRA,Both,All,11435,10022,10022,12723
2017,FRA,Females,All,5571,5014,4745,6232
2017,FRA,Both,55 - 64,1062,1077,950,1262
2017,FRA,Both,65+,1063,1174,966,1343
2017,ECU,Females,65+,207,161,148,227
2017,ECU,Females,All,4436,4457,3872,5202
2017,ECU,Males,0 - 14,492,804,560,931
2017,ECU,Males,15 - 24,1361,1459,1091,1494
2017,ECU,Males,25 - 34,1415,1507,1222,1624
2017,ECU,Males,35 - 44,578,703,582,814
2017,ECU,Males,45 - 54,309,319,296,395
2017,ECU,Females,55 - 64,185,174,162,224
2017,ECU,Males,65+,113,85,81,127
2017,ECU,Males,All,4408,4654,4054,5276
2017,FRA,Both,0 - 14,1592,1504,1261,1767
2017,FRA,Both,15 - 24,2110,2034,1905,2497
2017,FRA,Both,25 - 34,2842,2622,2441,3128
2017,FRA,Both,35 - 44,1609,1458,1372,1765
2017,FRA,Both,45 - 54,1157,1028,948,1248
2017,ECU,Males,55 - 64,140,139,111,160
2018,PER,Males,45 - 54,742,773,653,908
2018,PER,Males,55 - 64,297,302,287,414
2018,PER,Males,65+,356,338,323,442
2018,PER,Males,All,8218,7769,6956,9130
2018,PRT,Both,0 - 14,1028,968,878,1101
2018,PRT,Both,15 - 24,1580,1307,1291,1601
2018,PRT,Both,25 - 34,2431,2378,2195,2723
2018,PRT,Both,35 - 44,1777,1820,1521,1888
2018,PRT,Females,0 - 14,496,469,357,515
2018,PRT,Both,55 - 64,597,579,500,642
2018,PRT,Both,65+,378,388,348,454
2018,PRT,Both,All,8901,8321,7754,9357
2018,PRT,Females,15 - 24,781,639,595,781
2018,PRT,Females,25 - 34,1054,986,908,1165
2018,PRT,Females,35 - 44,653,650,562,718
2018,PRT,Females,45 - 54,432,382,356,477
2018,PRT,Both,45 - 54,1110,987,947,1226
2018,PER,Males,35 - 44,1542,1526,1246,1737
2018,RUS,Both,55 - 64,625,720,542,759
2018,PER,Males,15 - 24,1508,1697,1242,1754
2018,PER,Both,0 - 14,2727,2366,2135,3034
2018,PER,Both,15 - 24,3237,3651,2902,3808
2018,PER,Both,25 - 34,5551,5862,4742,6075
2018,PER,Both,35 - 44,3685,3151,2980,3977
2018,PER,Both,45 - 54,2150,1763,1683,2271
2018,PER,Both,55 - 64,1019,863,910,1208
2018,PER,Both,65+,970,965,951,1268
2018,PER,Both,All,19339,18219,16102,21287
2018,PER,Females,0 - 14,1384,1151,1081,1529
2018,PER,Females,15 - 24,1729,1958,1566,2230
2018,PER,Females,25 - 34,3121,3475,2562,3569
2018,PER,Females,35 - 44,2143,2042,1599,2164
2018,PER,Females,45 - 54,1408,1107,989,1364
2018,PER,Females,55 - 64,722,616,593,812
2018,PER,Females,65+,614,664,598,829
2018,PER,Females,All,11121,9922,9310,12470
2018,PER,Males,0 - 14,1343,1221,1060,1592
2018,PER,Males,25 - 34,2430,2320,1954,2662
2018,PRT,Females,55 - 64,264,240,212,290
2018,RUS,Both,45 - 54,965,958,885,1227
2018,PRT,Females,All,3889,3634,3270,4157
2018,ROU,Females,55 - 64,915,877,763,1062
2018,ROU,Females,65+,591,490,400,589
2018,ROU,Females,All,13617,15706,11391,16489
2018,ROU,Males,0 - 14,2140,2263,1836,2507
2018,ROU,Males,15 - 24,3496,3144,2674,3662
2018,ROU,Males,25 - 34,4056,3336,3005,4103
2018,ROU,Males,35 - 44,3040,3046,2188,3039
2018,ROU,Females,45 - 54,1524,1553,1334,1833
2018,ROU,Males,45 - 54,1830,1501,1233,1741
2018,ROU,Males,65+,246,269,208,311
2018,ROU,Males,All,15485,15530,12397,16378
2018,RUS,Both,0 - 14,1789,1288,1224,1794
2018,RUS,Both,15 - 24,919,861,787,1049
2018,RUS,Both,25 - 34,1765,1645,1365,1802
2018,RUS,Both,35 - 44,1635,1385,1253,1708
2018,PRY,Males,All,3611,3517,2804,3995
2018,ROU,Males,55 - 64,677,562,497,694
2018,ROU,Females,35 - 44,2310,2341,1969,2610
2018,ROU,Females,25 - 34,3148,3032,2714,3624
2018,ROU,Females,15 - 24,3075,3255,2641,3511
2018,PRT,Males,0 - 14,532,524,489,634
2018,PRT,Males,15 - 24,799,663,663,869
2018,PRT,Males,25 - 34,1377,1370,1236,1581
2018,PRT,Males,35 - 44,1124,1195,944,1217
2018,PRT,Males,45 - 54,678,631,593,755
2018,PRT,Males,55 - 64,333,302,246,353
2018,PRT,Males,65+,169,181,156,209
2018,PRT,Males,All,5012,4443,4363,5589
2018,ROU,Both,0 - 14,4194,4342,3476,4557
2018,ROU,Both,15 - 24,6571,6695,5422,6928
2018,ROU,Both,25 - 34,7204,6778,5827,7526
2018,ROU,Both,35 - 44,5350,5427,4350,5624
2018,ROU,Both,45 - 54,3354,3247,2615,3522
2018,ROU,Both,55 - 64,1592,1547,1311,1742
2018,ROU,Both,65+,837,862,625,883
2018,ROU,Both,All,29102,30095,23159,31244
2018,ROU,Females,0 - 14,2054,2102,1649,2225
2018,PRT,Females,65+,209,200,174,238
2018,PRY,Males,65+,51,39,30,49
2018,PAK,Both,65+,40,45,41,73
2018,PRY,Males,45 - 54,173,171,154,226
2018,NIC,Females,25 - 34,2702,3069,2725,3720
2018,NIC,Females,35 - 44,1447,1638,1358,1810
2018,NIC,Females,45 - 54,488,598,458,661
2018,NIC,Females,55 - 64,138,145,118,176
2018,NIC,Females,65+,43,39,38,57
2018,NIC,Females,All,7558,8780,7284,10338
