Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2016,GBR,Males,55 - 64,2172,2135,1923,2398
2016,GBR,Females,65+,1335,1767,1347,1792
2016,GBR,Males,65+,2071,1857,1673,2145
2016,USA,Both,0 - 14,995,1058,925,1183
2016,USA,Both,15 - 24,1580,1798,1515,2032
2016,USA,Both,25 - 34,1425,1459,1311,1693
2016,USA,Both,35 - 44,672,695,620,774
2016,USA,Both,45 - 54,513,452,439,563
2016,USA,Both,55 - 64,373,422,358,455
2016,USA,Both,65+,360,366,318,417
2016,GBR,Males,All,9981,9852,8670,10442
2016,USA,Both,All,5918,6431,5579,6969
2016,GBR,Females,55 - 64,1917,1934,1745,2190
2016,GBR,Females,35 - 44,1006,889,869,1066
2016,UKR,Males,35 - 44,525,568,468,656
2016,UKR,Males,45 - 54,304,290,249,342
2016,UKR,Males,55 - 64,135,123,106,155
2016,UKR,Males,65+,46,63,53,93
2016,UKR,Males,All,2975,3109,2641,3979
2016,GBR,Both,0 - 14,1886,1650,1467,1936
2016,GBR,Both,15 - 24,1404,1378,1212,1478
2016,GBR,Females,45 - 54,1432,1204,1160,1484
2016,GBR,Both,25 - 34,2438,2400,2153,2569
2016,GBR,Both,45 - 54,3085,2737,2640,3116
2016,GBR,Both,55 - 64,4089,3971,3707,4473
2016,GBR,Both,65+,3407,3342,3062,3734
2016,GBR,Both,All,18549,19278,16416,19357
2016,GBR,Females,0 - 14,910,788,683,894
2016,GBR,Females,15 - 24,783,679,605,798
2016,GBR,Females,25 - 34,1186,1100,1016,1250
2016,GBR,Both,35 - 44,2241,2092,1947,2298
2016,USA,Females,0 - 14,476,550,445,600
2016,USA,Females,15 - 24,1000,1036,826,1150
2016,USA,Females,25 - 34,797,847,730,943
2016,VEN,Females,0 - 14,1556,1577,1199,1676
2016,VEN,Females,15 - 24,1528,1620,1425,1953
2016,VEN,Females,25 - 34,3007,3264,2754,3655
2016,VEN,Females,35 - 44,1707,1627,1439,1885
2016,VEN,Females,45 - 54,958,914,869,1217
2016,VEN,Females,55 - 64,936,906,760,1020
2016,VEN,Females,65+,741,761,556,840
2016,VEN,Both,All,18507,17644,15796,20121
2016,VEN,Females,All,10434,9816,9127,11777
2016,VEN,Males,15 - 24,1326,1271,1090,1586
2016,VEN,Males,25 - 34,2587,2541,2170,2889
2016,VEN,Males,35 - 44,1298,1312,1091,1424
2016,VEN,Males,45 - 54,570,637,515,738
2016,VEN,Males,55 - 64,326,370,326,454
2016,VEN,Males,65+,301,312,243,390
2016,MAR,Females,55 - 64,753,644,553,778
2016,VEN,Males,0 - 14,1665,1510,1089,1621
2016,VEN,Both,65+,1042,1113,822,1206
2016,VEN,Both,55 - 64,1262,1321,1097,1473
2016,VEN,Both,45 - 54,1530,1516,1437,1971
2016,USA,Females,35 - 44,363,358,305,406
2016,USA,Females,45 - 54,228,240,212,283
2016,USA,Females,55 - 64,175,206,172,231
2016,USA,Females,65+,167,176,150,206
2016,USA,Females,All,3206,3518,3028,3942
2016,USA,Males,0 - 14,519,523,465,644
2016,USA,Males,15 - 24,581,746,618,887
2016,USA,Males,25 - 34,628,661,571,747
2016,USA,Males,35 - 44,309,360,292,390
2016,USA,Males,45 - 54,286,221,207,289
2016,USA,Males,55 - 64,196,204,167,225
2016,USA,Males,65+,192,168,152,215
2016,USA,Males,All,2712,2819,2544,3302
2016,VEN,Both,0 - 14,3221,3160,2417,3239
2016,VEN,Both,15 - 24,2854,2793,2566,3487
2016,VEN,Both,25 - 34,5594,5404,5009,6456
2016,VEN,Both,35 - 44,3004,2809,2649,3342
2016,UKR,Males,25 - 34,783,731,674,907
2016,UKR,Males,15 - 24,600,544,511,700
2016,UKR,Males,0 - 14,582,831,587,872
2016,UKR,Females,All,3900,4181,3504,4732
2016,RUS,Females,15 - 24,528,510,474,635
2016,RUS,Females,25 - 34,986,920,828,1097
2016,RUS,Females,35 - 44,711,782,673,939
2016,RUS,Females,45 - 54,486,556,483,662
2016,RUS,Females,55 - 64,364,398,321,443
2016,RUS,Females,65+,217,194,170,244
2016,RUS,Females,All,3892,4474,3770,4820
2016,RUS,Males,0 - 14,602,631,593,860
2016,RUS,Males,15 - 24,265,309,267,384
2016,RUS,Males,25 - 34,376,459,398,546
2016,RUS,Males,35 - 44,431,513,462,637
2016,RUS,Males,45 - 54,367,400,331,462
2016,RUS,Males,55 - 64,209,201,156,237
2016,RUS,Males,65+,92,92,77,114
2016,RUS,Males,All,2344,2813,2348,3160
2016,RUS,Both,All,6236,7483,5976,7883
2016,UKR,Both,0 - 14,1147,1620,1166,1642
2016,UKR,Both,15 - 24,1317,1335,1172,1569
2016,UKR,Both,25 - 34,1787,1792,1581,2066
2016,UKR,Both,35 - 44,1192,1205,1097,1427
2016,UKR,Both,45 - 54,767,720,651,857
2016,UKR,Both,55 - 64,466,383,355,472
2016,UKR,Both,65+,200,236,196,282
2016,UKR,Females,0 - 14,564,767,578,806
2016,UKR,Females,15 - 24,717,841,636,882
2016,UKR,Females,25 - 34,1003,1105,836,1194
2016,UKR,Females,35 - 44,668,639,597,780
2016,UKR,Females,45 - 54,462,446,381,524
2016,UKR,Females,55 - 64,330,263,231,330
2016,UKR,Females,65+,155,184,139,201
2016,UKR,Both,All,6876,7174,6195,8482
2016,MAR,Females,45 - 54,826,984,789,1091
2016,MAR,Females,35 - 44,1655,2199,1806,2474
2016,MAR,Females,25 - 34,3575,3927,3594,4882
2016,CHN,Both,65+,252,262,205,306
2016,CHN,Both,All,10215,10728,8951,11794
2016,CHN,Females,0 - 14,846,707,690,1045
2016,CHN,Females,15 - 24,1758,1553,1457,2080
2016,CHN,Females,25 - 34,1269,1134,1039,1535
2016,CHN,Females,35 - 44,796,843,746,1022
2016,CHN,Females,45 - 54,499,508,413,591
2016,CHN,Both,55 - 64,426,392,333,482
2016,CHN,Females,55 - 64,246,235,189,285
2016,CHN,Females,All,5547,5571,4909,6604
2016,CHN,Males,0 - 14,1103,951,771,1164
2016,CHN,Males,15 - 24,1264,1348,1153,1641
2016,CHN,Males,25 - 34,883,1089,837,1223
2016,CHN,Males,35 - 44,674,757,624,905
2016,CHN,Males,45 - 54,444,351,334,478
2016,CHN,Males,55 - 64,180,150,125,206
2016,CHN,Females,65+,131,146,114,179
2016,CHN,Males,65+,120,95,80,132
2016,CHN,Both,45 - 54,944,938,766,1044
2016,CHN,Both,25 - 34,2153,2526,1950,2663
2016,BGR,Females,25 - 34,549,571,455,604
2016,BGR,Females,35 - 44,496,404,394,510
2016,BGR,Females,45 - 54,309,320,275,363
2016,BGR,Females,55 - 64,215,187,176,232
2016,BGR,Females,65+,169,133,116,172
2016,BGR,Females,All,2610,2505,2253,2866
2016,BGR,Males,0 - 14,412,438,369,476
2016,CHN,Both,35 - 44,1469,1757,1419,1920
2016,BGR,Males,15 - 24,445,429,371,494
2016,BGR,Males,35 - 44,537,495,431,572
2016,BGR,Males,45 - 54,318,332,268,359
2016,BGR,Males,55 - 64,163,153,124,164
2016,BGR,Males,65+,75,68,65,90
2016,BGR,Males,All,2539,2339,2227,2793
2016,CHN,Both,0 - 14,1949,1795,1516,2120
2016,CHN,Both,15 - 24,3022,3099,2685,3584
2016,BGR,Males,25 - 34,589,578,490,640
2016,CHN,Males,All,4668,4797,4100,5623
2016,COL,Both,0 - 14,3189,2926,2414,3259
2016,COL,Both,15 - 24,4750,5083,3855,5015
2016,COL,Males,All,9613,8717,7673,10248
2016,CUB,Both,0 - 14,597,566,542,713
2016,CUB,Both,15 - 24,900,793,850,1116
2016,CUB,Both,25 - 34,1555,1518,1485,2000
2016,CUB,Both,35 - 44,867,991,899,1181
2016,CUB,Both,45 - 54,917,898,797,1016
2016,CUB,Both,55 - 64,545,537,459,600
2016,COL,Males,65+,300,197,181,294
2016,CUB,Both,65+,490,438,390,532
2016,CUB,Females,0 - 14,302,290,265,373
2016,CUB,Females,15 - 24,470,493,459,629
2016,CUB,Females,25 - 34,778,831,754,1010
2016,CUB,Females,35 - 44,463,531,464,601
2016,CUB,Females,45 - 54,539,471,446,574
2016,CUB,Females,55 - 64,362,318,287,384
2016,CUB,Females,65+,323,280,252,352
2016,CUB,Both,All,5871,5862,5594,7012
2016,COL,Males,55 - 64,325,345,275,396
2016,COL,Males,45 - 54,693,716,613,860
2016,COL,Males,35 - 44,1391,1335,1206,1603
2016,COL,Both,25 - 34,6542,6597,5384,6743
2016,COL,Both,35 - 44,3395,3075,2811,3625
2016,COL,Both,45 - 54,2184,1863,1680,2221
2016,COL,Both,55 - 64,1364,1109,979,1363
2016,COL,Both,65+,1171,756,685,1015
2016,COL,Both,All,22594,21344,18123,22793
2016,COL,Females,0 - 14,1567,1359,1162,1681
2016,COL,Females,15 - 24,2452,2544,2069,2736
2016,COL,Females,25 - 34,3556,3828,2907,3745
2016,COL,Females,35 - 44,2004,1710,1517,2028
2016,COL,Females,45 - 54,1491,1084,975,1370
2016,COL,Females,55 - 64,1039,746,685,968
2016,COL,Females,65+,870,573,490,762
2016,COL,Females,All,12981,12889,10070,12973
2016,COL,Males,0 - 14,1621,1455,1243,1686
2016,COL,Males,15 - 24,2298,2352,1743,2353
2016,COL,Males,25 - 34,2986,2971,2312,2995
2016,BGR,Females,15 - 24,453,515,412,536
2016,CUB,Females,All,3235,3212,3042,3826
2016,BGR,Females,0 - 14,420,409,329,437
2016,BGR,Both,65+,243,218,192,255
2016,DZA,Males,55 - 64,138,178,126,183
2016,DZA,Males,65+,81,88,66,100
2016,DZA,Males,All,2542,3123,2647,3569
2016,ARG,Both,0 - 14,908,768,728,1007
2016,ARG,Both,15 - 24,1067,979,880,1132
2016,ARG,Both,25 - 34,1917,1981,1741,2197
2016,ARG,Both,35 - 44,1113,978,894,1158
2016,DZA,Males,45 - 54,365,308,258,376
2016,ARG,Both,45 - 54,510,460,444,578
2016,ARG,Both,65+,471,452,399,519
2016,ARG,Both,All,6352,5717,5495,6877
2016,ARG,Females,0 - 14,485,438,348,501
2016,ARG,Females,15 - 24,547,494,447,600
2016,ARG,Females,25 - 34,1015,1082,867,1120
2016,ARG,Females,35 - 44,557,479,429,558
2016,ARG,Females,45 - 54,262,234,230,301
2016,ARG,Both,55 - 64,368,362,303,396
2016,ARG,Females,55 - 64,235,204,175,241
2016,DZA,Males,35 - 44,487,677,486,684
2016,DZA,Males,15 - 24,413,533,412,611
2016,DZA,Both,15 - 24,678,775,671,908
2016,DZA,Both,25 - 34,1059,1342,1160,1607
2016,DZA,Both,35 - 44,808,957,761,986
2016,DZA,Both,45 - 54,562,460,426,589
2016,DZA,Both,55 - 64,254,289,232,320
2016,DZA,Both,65+,156,157,133,195
2016,DZA,Both,All,4434,4875,4268,5517
2016,DZA,Males,25 - 34,557,946,738,1116
2016,DZA,Females,0 - 14,416,371,315,475
2016,DZA,Females,25 - 34,502,500,447,607
2016,DZA,Females,35 - 44,320,328,273,375
2016,DZA,Females,45 - 54,197,181,161,230
2016,DZA,Females,55 - 64,116,119,102,143
2016,DZA,Females,65+,75,73,63,96
2016,DZA,Females,All,1892,1882,1667,2226
2016,DZA,Males,0 - 14,500,593,473,672
2016,DZA,Females,15 - 24,264,339,259,356
2016,ARG,Females,65+,315,305,251,342
2016,ARG,Females,All,3416,3133,2854,3615
2016,ARG,Males,0 - 14,422,396,377,530
2016,BRA,Females,65+,164,155,127,184
2016,BRA,Females,All,5585,5908,5113,6440
2016,BRA,Males,0 - 14,804,753,644,870
2016,BRA,Males,15 - 24,925,922,725,1051
2016,BRA,Males,25 - 34,1313,1208,1065,1419
2016,BRA,Males,35 - 44,693,625,551,768
2016,BRA,Males,45 - 54,240,208,194,278
2016,BRA,Females,55 - 64,265,263,222,313
2016,BRA,Males,55 - 64,95,80,73,110
2016,BRA,Males,All,4130,3822,3341,4478
2016,BGR,Both,0 - 14,832,816,693,899
2016,BGR,Both,15 - 24,898,878,787,1023
2016,BGR,Both,25 - 34,1139,1067,975,1228
2016,BGR,Both,35 - 44,1033,884,862,1089
2016,BGR,Both,45 - 54,627,661,559,722
2016,BGR,Both,55 - 64,378,396,307,399
2016,BRA,Males,65+,61,53,42,63
2016,BRA,Females,45 - 54,505,467,418,563
2016,BRA,Females,35 - 44,1146,978,925,1229
2016,BRA,Females,25 - 34,1746,1975,1556,2106
2016,ARG,Males,15 - 24,520,445,404,553
2016,ARG,Males,25 - 34,902,1020,825,1073
2016,ARG,Males,35 - 44,556,531,447,587
2016,ARG,Males,45 - 54,248,238,205,281
2016,ARG,Males,55 - 64,133,145,120,164
2016,ARG,Males,65+,156,154,136,200
2016,ARG,Males,All,2936,2952,2635,3336
2016,BRA,Both,0 - 14,1566,1577,1345,1769
2016,BRA,Both,15 - 24,1922,1908,1778,2400
2016,BRA,Both,25 - 34,3058,3196,2756,3493
2016,BRA,Both,35 - 44,1839,1786,1604,2049
2016,BRA,Both,45 - 54,745,647,640,836
2016,BRA,Both,55 - 64,360,318,299,409
2016,BRA,Both,65+,225,206,173,237
2016,BRA,Both,All,9715,9772,8722,10833
2016,BRA,Females,0 - 14,763,900,682,938
2016,BRA,Females,15 - 24,997,1038,981,1358
2016,BGR,Both,All,5150,4615,4440,5824
2016,CUB,Males,0 - 14,296,286,283,383
2016,DZA,Both,0 - 14,918,917,784,1080
2016,CUB,Males,25 - 34,778,716,687,938
2016,HND,Both,15 - 24,3158,3131,2643,3500
2016,HND,Both,25 - 34,3476,3468,2774,3650
2016,HND,Both,35 - 44,1601,1520,1261,1647
2016,HND,Both,45 - 54,652,553,500,672
2016,HND,Both,55 - 64,231,206,192,257
2016,HND,Both,65+,143,115,103,147
2016,HND,Both,All,10895,9286,9190,11917
2016,HND,Both,0 - 14,1635,1593,1435,2129
2016,HND,Females,0 - 14,828,859,806,1208
2016,HND,Females,25 - 34,2733,2470,2069,2755
2016,HND,Females,35 - 44,1309,1263,951,1283
2016,HND,Females,45 - 54,562,487,404,550
2016,HND,Females,55 - 64,195,175,155,211
2016,HND,Females,65+,98,88,78,113
2016,HND,Females,All,8029,7183,6629,9052
2016,HND,Males,0 - 14,807,665,517,850
2016,HND,Females,15 - 24,2304,2064,1842,2566
2016,CUB,Males,15 - 24,430,375,381,506
2016,DEU,Males,All,3630,3337,3049,4399
2016,DEU,Males,55 - 64,495,557,377,598
2016,DEU,Both,55 - 64,906,1006,794,1130
2016,DEU,Both,65+,1031,1084,847,1339
2016,DEU,Both,All,7253,6143,6333,8405
2016,DEU,Females,0 - 14,348,353,305,425
2016,DEU,Females,15 - 24,673,627,472,684
2016,DEU,Females,25 - 34,796,825,632,890
2016,DEU,Females,35 - 44,465,541,397,534
2016,DEU,Males,65+,571,548,406,716
2016,DEU,Females,45 - 54,470,529,398,575
2016,DEU,Females,65+,460,594,418,656
2016,DEU,Females,All,3623,3524,3266,4280
2016,DEU,Males,0 - 14,386,383,323,465
2016,DEU,Males,15 - 24,401,412,354,518
2016,DEU,Males,25 - 34,697,623,580,812
2016,DEU,Males,35 - 44,468,530,415,613
2016,DEU,Males,45 - 54,612,572,434,644
2016,DEU,Females,55 - 64,411,514,376,549
2016,HND,Males,25 - 34,744,714,615,900
2016,HND,Males,35 - 44,293,291,253,354
2016,HND,Males,45 - 54,89,99,89,126
2016,ITA,Males,25 - 34,3910,4233,3746,4604
2016,ITA,Males,35 - 44,2336,2473,1970,2479
2016,ITA,Males,45 - 54,1341,1313,1086,1346
2016,ITA,Males,55 - 64,682,737,608,798
2016,ITA,Males,65+,666,589,525,661
2016,ITA,Males,All,11938,11896,10948,13376
2016,MAR,Both,0 - 14,5163,5919,5074,6696
2016,ITA,Males,15 - 24,1816,1911,1689,2133
2016,MAR,Both,15 - 24,6777,8321,6872,9227
2016,MAR,Both,35 - 44,4466,5503,4646,6050
2016,MAR,Both,45 - 54,1846,2113,1837,2419
2016,MAR,Both,55 - 64,1335,1216,1131,1481
2016,MAR,Both,65+,1037,975,943,1239
2016,MAR,Both,All,29712,35050,29903,38873
2016,MAR,Females,0 - 14,2294,2709,2099,2822
2016,MAR,Females,15 - 24,3184,3669,2908,3931
2016,MAR,Both,25 - 34,9089,8927,9122,12016
2016,ITA,Males,0 - 14,1189,1149,1043,1375
2016,ITA,Females,All,9728,9991,9207,11164
2016,ITA,Females,65+,567,573,526,654
2016,HND,Males,55 - 64,36,40,33,51
2016,HND,Males,65+,45,32,22,37
2016,HND,Males,All,2866,2794,2355,3252
2016,ITA,Both,0 - 14,2260,2154,2017,2439
2016,ITA,Both,15 - 24,3694,3362,3415,4049
2016,ITA,Both,25 - 34,7131,7451,6898,8250
2016,ITA,Both,35 - 44,3811,3732,3405,4035
2016,ITA,Both,45 - 54,2218,2078,1862,2285
2016,ITA,Both,55 - 64,1320,1385,1232,1516
2016,ITA,Both,65+,1234,1207,1078,1307
2016,ITA,Both,All,21667,20119,19915,23988
2016,ITA,Females,0 - 14,1071,1035,923,1164
2016,ITA,Females,15 - 24,1878,1782,1632,2004
2016,ITA,Females,25 - 34,3221,3404,3059,3919
2016,ITA,Females,35 - 44,1474,1505,1357,1704
2016,ITA,Females,45 - 54,877,791,773,963
2016,ITA,Females,55 - 64,638,631,577,713
2016,DEU,Both,45 - 54,1082,1032,872,1178
2016,DEU,Both,35 - 44,933,1047,843,1122
2016,HND,Males,15 - 24,853,903,665,971
2016,DEU,Both,15 - 24,1073,988,841,1175
2016,DOM,Males,0 - 14,840,880,715,965
2016,DOM,Males,15 - 24,1046,1035,913,1188
2016,DOM,Males,25 - 34,866,923,825,1084
2016,DOM,Males,35 - 44,524,547,482,639
2016,DOM,Males,45 - 54,253,229,203,275
2016,DOM,Males,55 - 64,77,89,70,94
2016,DOM,Males,65+,46,49,40,58
2016,DOM,Females,All,4405,4428,3842,4880
2016,DOM,Males,All,3653,4104,3322,4222
2016,ECU,Both,15 - 24,1910,1851,1640,2153
2016,ECU,Both,25 - 34,2090,1841,1791,2316
2016,ECU,Both,35 - 44,937,826,816,1048
2016,ECU,Both,45 - 54,511,435,420,561
2016,ECU,Both,55 - 64,212,212,197,269
2016,ECU,Both,65+,139,175,157,236
2016,ECU,Both,All,6762,6040,5943,7516
2016,ECU,Both,0 - 14,962,950,761,1130
2016,DOM,Females,65+,92,91,77,114
2016,DOM,Females,55 - 64,138,128,115,157
2016,DOM,Females,45 - 54,281,263,246,333
2016,DEU,Both,25 - 34,1493,1308,1239,1726
2016,CUB,Males,45 - 54,377,371,340,443
2016,CUB,Males,55 - 64,183,186,162,219
2016,CUB,Males,65+,167,166,141,192
2016,CUB,Males,All,2636,2587,2581,3340
2016,DOM,Both,0 - 14,1706,1579,1410,1790
2016,DOM,Both,15 - 24,2310,2189,2085,2577
2016,DOM,Both,25 - 34,2064,2037,1876,2362
2016,DOM,Both,35 - 44,1092,1188,1019,1321
2016,DOM,Both,45 - 54,535,519,466,602
2016,DOM,Both,55 - 64,215,242,198,258
2016,DOM,Both,65+,138,140,121,172
2016,DOM,Both,All,8058,8321,7194,8858
2016,DOM,Females,0 - 14,866,733,687,895
2016,DOM,Females,15 - 24,1263,1157,1093,1423
2016,DOM,Females,25 - 34,1197,1014,1001,1317
2016,DOM,Females,35 - 44,568,572,514,693
2016,ECU,Females,0 - 14,425,437,352,551
2016,ECU,Females,15 - 24,944,827,802,1079
2016,CUB,Males,35 - 44,404,454,428,583
2016,ECU,Females,35 - 44,438,374,369,490
2016,FRA,Females,15 - 24,1060,902,797,1130
2016,FRA,Females,25 - 34,1052,1031,939,1224
2016,FRA,Females,35 - 44,567,571,501,668
2016,FRA,Females,45 - 54,419,409,358,481
2016,FRA,Females,55 - 64,372,498,377,564
2016,ECU,Females,25 - 34,1073,903,850,1141
2016,FRA,Females,All,4550,4492,4051,5256
2016,FRA,Females,0 - 14,633,605,510,704
2016,FRA,Males,0 - 14,661,717,594,832
2016,FRA,Males,25 - 34,1122,1113,979,1350
2016,FRA,Males,35 - 44,790,829,642,852
2016,FRA,Males,45 - 54,533,505,458,613
2016,FRA,Males,55 - 64,504,454,427,601
2016,FRA,Males,65+,488,476,416,603
2016,FRA,Males,All,4788,5470,4164,5899
2016,DEU,Both,0 - 14,734,731,638,859
2016,FRA,Males,15 - 24,691,815,659,1059
2016,FRA,Both,All,9338,9831,8303,10765
2016,FRA,Females,65+,447,514,414,578
2016,FRA,Both,55 - 64,875,924,826,1186
2016,FRA,Both,65+,935,955,859,1169
2016,ECU,Females,55 - 64,109,111,113,161
2016,ECU,Females,65+,95,106,97,158
2016,ECU,Females,All,3322,3015,2892,3865
2016,ECU,Males,0 - 14,538,580,419,694
2016,ECU,Males,15 - 24,966,1038,821,1127
2016,ECU,Males,25 - 34,1017,978,879,1231
2016,ECU,Males,35 - 44,499,429,424,585
2016,ECU,Females,45 - 54,238,231,199,288
2016,ECU,Males,55 - 64,103,93,76,111
2016,ECU,Males,65+,45,58,51,85
2016,ECU,Males,All,3441,3066,2887,3909
2016,FRA,Both,0 - 14,1295,1304,1126,1492
2016,FRA,Both,15 - 24,1752,1635,1512,2162
2016,FRA,Both,25 - 34,2174,2312,1990,2577
2016,FRA,Both,35 - 44,1357,1395,1162,1486
2016,FRA,Both,45 - 54,952,921,843,1089
2016,ECU,Males,45 - 54,273,215,202,281
2017,PER,Males,45 - 54,460,654,547,774
2017,PER,Males,55 - 64,229,276,238,345
2017,PER,Males,65+,331,306,266,371
2017,PER,Males,All,5721,6937,6122,8012
2017,PRT,Both,0 - 14,925,922,825,1046
2017,PRT,Both,15 - 24,1305,1157,1163,1477
2017,PRT,Both,25 - 34,2244,2119,2040,2530
2017,PRT,Both,All,7549,7149,7149,8745
2017,PRT,Both,45 - 54,861,860,831,1103
2017,PRT,Both,55 - 64,426,490,426,562
2017,PRT,Both,65+,300,335,290,403
2017,PRT,Females,0 - 14,431,429,341,474
2017,PRT,Females,15 - 24,627,568,540,718
2017,PRT,Females,25 - 34,1019,897,836,1072
2017,PRT,Females,35 - 44,554,591,514,663
2017,PRT,Both,35 - 44,1488,1598,1391,1787
2017,PER,Males,35 - 44,968,1367,1076,1536
2017,PER,Both,0 - 14,1838,2068,1868,2594
2017,PER,Males,15 - 24,1096,1431,1084,1560
2017,PRT,Females,45 - 54,309,323,310,417
2017,PER,Both,15 - 24,2392,3213,2534,3392
2017,PER,Both,25 - 34,4073,5028,4173,5428
2017,PER,Both,35 - 44,2446,2746,2596,3457
2017,PER,Both,45 - 54,1368,1529,1429,1920
2017,PER,Both,55 - 64,777,784,761,1022
2017,PER,Both,65+,981,882,798,1080
2017,PER,Both,All,13875,16471,14242,18529
2017,PER,Females,0 - 14,932,994,931,1301
2017,PER,Females,15 - 24,1296,1788,1361,1944
2017,PER,Females,25 - 34,2342,2979,2242,3120
2017,PER,Females,35 - 44,1478,1726,1385,1836
2017,PER,Females,45 - 54,908,956,826,1125
2017,PER,Females,55 - 64,548,551,488,683
2017,PER,Females,65+,650,610,494,698
2017,PER,Females,All,8154,8916,8090,10747
2017,PER,Males,0 - 14,906,1039,938,1378
2017,PER,Males,25 - 34,1731,2011,1719,2336
2017,PRT,Females,55 - 64,205,196,182,241
2017,ROU,Females,0 - 14,2402,2230,1941,2593
2017,PRT,Females,All,3299,3195,2986,3853
2017,ROU,Females,55 - 64,947,951,807,1100
2017,ROU,Females,65+,531,505,425,589
2017,ROU,Females,All,14904,16748,13052,18359
2017,ROU,Males,0 - 14,2515,2290,2234,2987
2017,ROU,Males,15 - 24,3801,3311,3092,4273
2017,ROU,Males,25 - 34,4262,3565,3432,4559
2017,ROU,Males,35 - 44,3019,2955,2451,3306
2017,ROU,Females,45 - 54,1653,1561,1414,1912
2017,ROU,Males,45 - 54,1649,1491,1345,1825
2017,ROU,Males,65+,228,265,215,323
2017,ROU,Males,All,16127,14968,14475,18682
2017,RUS,Both,0 - 14,1465,1511,1299,1805
2017,RUS,Both,15 - 24,901,966,852,1123
2017,RUS,Both,25 - 34,1619,1616,1430,1851
2017,RUS,Both,35 - 44,1284,1313,1225,1723
2017,RUS,Both,45 - 54,868,992,879,1211
2017,ROU,Males,55 - 64,653,638,532,733
2017,PRT,Females,65+,154,167,147,207
2017,ROU,Females,35 - 44,2463,2420,2150,2813
2017,ROU,Females,15 - 24,3413,3431,3017,3995
2017,PRT,Males,0 - 14,494,486,450,593
2017,PRT,Males,15 - 24,678,579,591,783
2017,PRT,Males,25 - 34,1225,1165,1135,1460
2017,PRT,Males,35 - 44,934,1034,867,1154
2017,PRT,Males,45 - 54,552,571,521,679
2017,PRT,Males,55 - 64,221,268,214,301
2017,PRT,Males,65+,146,158,130,182
2017,ROU,Females,25 - 34,3495,3425,2983,4071
2017,PRT,Males,All,4250,3848,4031,5246
2017,ROU,Both,15 - 24,7214,7043,6200,8097
2017,ROU,Both,25 - 34,7757,7277,6636,8527
2017,ROU,Both,35 - 44,5482,5573,4775,6163
2017,ROU,Both,45 - 54,3302,3345,2880,3737
2017,ROU,Both,55 - 64,1600,1784,1400,1865
2017,ROU,Both,65+,759,884,657,908
2017,ROU,Both,All,31031,29745,26909,35307
2017,ROU,Both,0 - 14,4917,4494,4203,5450
2017,PRY,Males,All,3127,3146,2487,3709
2017,MAR,Females,All,17064,20459,18127,25038
2017,PRY,Males,55 - 64,67,67,57,82
2017,NIC,Females,45 - 54,318,332,245,377
2017,NIC,Females,55 - 64,78,85,70,108
2017,NIC,Females,65+,39,26,24,40
2017,NIC,Females,All,4494,5000,3690,5538
2017,NIC,Males,0 - 14,332,278,207,352
2017,NIC,Males,15 - 24,542,398,359,564
2017,NIC,Males,25 - 34,548,543,453,664
2017,NIC,Females,35 - 44,824,868,659,910
2017,NIC,Males,35 - 44,191,227,183,285
2017,NIC,Males,55 - 64,12,18,13,22
2017,NIC,Males,65+,10,8,6,11
2017,NIC,Males,All,1676,1692,1429,1971
2017,PAK,Both,0 - 14,1210,981,862,1244
2017,PAK,Both,15 - 24,1721,1630,1241,1799
2017,PAK,Both,25 - 34,2210,2211,1563,2314
2017,PAK,Both,35 - 44,1051,1135,891,1230
2017,NIC,Males,45 - 54,41,64,50,84
2017,NIC,Females,25 - 34,1609,1695,1318,1928
2017,NIC,Females,15 - 24,1245,1148,1000,1475
2017,NIC,Females,0 - 14,381,370,337,489
2017,RUS,Both,55 - 64,549,716,543,775
2017,MAR,Males,0 - 14,3652,4546,4429,6314
2017,MAR,Males,15 - 24,5762,6825,5445,8652
2017,MAR,Males,25 - 34,7715,7954,7649,10333
2017,MAR,Males,35 - 44,3338,4380,3798,5391
2017,MAR,Males,45 - 54,1138,1530,1369,1927
2017,MAR,Males,55 - 64,625,788,656,944
2017,MAR,Males,65+,547,560,531,769
2017,MAR,Males,All,22777,30138,24646,33871
2017,NIC,Both,0 - 14,713,696,609,855
2017,NIC,Both,15 - 24,1787,1552,1498,2041
2017,NIC,Both,25 - 34,2157,2366,1878,2737
2017,NIC,Both,35 - 44,1015,1138,915,1248
2017,NIC,Both,45 - 54,359,380,316,447
2017,NIC,Both,55 - 64,90,105,85,122
2017,NIC,Both,65+,49,37,32,50
2017,NIC,Both,All,6170,6056,5349,7510
2017,PAK,Both,45 - 54,284,346,297,451
2017,PRY,Males,65+,21,30,26,42
2017,PAK,Both,55 - 64,69,103,72,126
2017,PAK,Both,All,6580,5906,5402,7324
2017,PRY,Both,55 - 64,341,362,278,388
2017,PRY,Both,65+,108,130,116,170
2017,PRY,Both,All,8364,8630,7659,10268
2017,PRY,Females,0 - 14,614,620,546,785
2017,PRY,Females,15 - 24,1702,1620,1481,2114
2017,PRY,Females,25 - 34,1435,1530,1444,1920
2017,PRY,Females,35 - 44,674,689,649,874
2017,PRY,Both,45 - 54,586,589,570,749
2017,PRY,Females,45 - 54,451,381,406,547
2017,PRY,Females,65+,87,101,92,138
2017,PRY,Females,All,5237,5750,4868,6459
