Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2009,COL,Males,0 - 14,2458,2369,1547,2496
2009,COL,Males,15 - 24,2197,2555,1909,2886
2009,COL,Males,25 - 34,2249,2953,2298,3484
2009,COL,Males,35 - 44,1335,1542,989,1704
2009,BGR,Females,25 - 34,900,1136,840,1161
2009,BGR,Females,15 - 24,942,1092,800,1155
2009,BGR,Females,0 - 14,489,509,494,699
2009,DZA,Males,65+,35,46,20,64
2009,DZA,Males,55 - 64,83,89,52,140
2009,ARG,Females,0 - 14,482,518,387,586
2009,ARG,Females,15 - 24,575,681,474,724
2009,ARG,Females,25 - 34,1189,1241,917,1299
2009,ARG,Females,35 - 44,458,489,404,580
2009,ARG,Females,45 - 54,275,240,210,335
2009,ARG,Females,55 - 64,292,208,160,278
2009,DZA,Males,45 - 54,172,163,144,283
2009,DZA,Males,35 - 44,498,431,334,686
2009,DZA,Males,25 - 34,908,844,574,1179
2009,DZA,Females,0 - 14,315,292,253,472
2009,DZA,Females,15 - 24,391,323,220,406
2009,DZA,Females,25 - 34,625,500,362,637
2009,DZA,Females,35 - 44,208,245,182,324
2009,DZA,Females,45 - 54,111,104,89,161
2009,DZA,Females,55 - 64,54,59,44,111
2009,DZA,Females,65+,31,40,22,58
2009,DZA,Males,0 - 14,383,361,366,745
2009,DZA,Males,15 - 24,496,514,371,654
2009,ARG,Females,65+,269,200,124,247
2009,CUB,Males,0 - 14,373,409,307,468
2009,ARG,Males,15 - 24,516,595,449,687
2009,BRA,Males,0 - 14,905,771,560,1032
2009,BRA,Males,15 - 24,1030,1186,899,1408
2009,BRA,Males,25 - 34,1207,1398,1118,1640
2009,BRA,Males,35 - 44,459,627,442,706
2009,BRA,Males,45 - 54,150,171,144,240
2009,BRA,Males,55 - 64,40,41,41,79
2009,BRA,Females,65+,63,73,56,104
2009,BRA,Males,65+,12,23,15,38
2009,BRA,Females,55 - 64,161,165,142,237
2009,BRA,Females,45 - 54,419,494,331,512
2009,BRA,Females,35 - 44,982,1186,786,1210
2009,ARG,Males,25 - 34,1228,1128,841,1239
2009,ARG,Males,35 - 44,444,471,376,558
2009,ARG,Males,45 - 54,208,204,176,267
2009,ARG,Males,55 - 64,141,114,87,155
2009,ARG,Males,65+,125,89,75,132
2009,BRA,Females,0 - 14,1006,945,676,1096
2009,BRA,Females,15 - 24,1578,1580,1259,1856
2009,BRA,Females,25 - 34,2459,2210,1665,2506
2009,ARG,Males,0 - 14,474,574,427,618
2009,CUB,Males,15 - 24,352,462,382,554
2009,CUB,Males,25 - 34,569,673,573,808
2009,HND,Females,0 - 14,266,337,272,526
2009,HND,Females,25 - 34,998,1045,938,1416
2009,HND,Females,35 - 44,473,649,396,688
2009,HND,Females,45 - 54,192,210,148,249
2009,HND,Females,55 - 64,51,55,49,96
2009,HND,Females,65+,22,22,18,35
2009,HND,Males,0 - 14,234,273,203,387
2009,HND,Females,15 - 24,770,867,763,1291
2009,HND,Males,15 - 24,262,309,260,422
2009,DEU,Males,55 - 64,664,584,522,711
2009,DEU,Females,0 - 14,404,345,353,501
2009,DEU,Females,15 - 24,725,747,628,971
2009,DEU,Females,25 - 34,1099,873,830,1151
2009,DEU,Females,35 - 44,590,491,474,660
2009,DEU,Males,65+,824,608,509,788
2009,DEU,Females,45 - 54,565,475,434,607
2009,DEU,Females,65+,676,568,442,717
2009,DEU,Males,0 - 14,395,366,332,484
2009,DEU,Males,15 - 24,355,381,378,626
2009,DEU,Males,25 - 34,833,880,719,978
2009,DEU,Males,35 - 44,820,622,565,789
2009,DEU,Males,45 - 54,672,590,527,728
2009,DEU,Females,55 - 64,646,524,471,650
2009,HND,Males,25 - 34,275,284,251,393
2009,HND,Males,35 - 44,94,130,91,154
2009,HND,Males,45 - 54,38,39,27,54
2009,ITA,Males,25 - 34,2740,2767,2138,2819
2009,ITA,Males,35 - 44,1136,1096,986,1375
2009,ITA,Males,45 - 54,510,496,451,684
2009,ITA,Males,55 - 64,300,334,249,414
2009,ITA,Males,65+,251,246,189,288
2009,ITA,Males,15 - 24,1154,1131,962,1283
2009,MAR,Females,0 - 14,3949,2873,2172,3353
2009,MAR,Females,15 - 24,6984,4565,3491,5642
2009,ITA,Males,0 - 14,458,774,451,716
2009,ITA,Females,65+,314,291,208,316
2009,HND,Males,55 - 64,13,9,10,19
2009,HND,Males,65+,4,6,4,10
2009,ITA,Females,0 - 14,465,512,400,565
2009,ITA,Females,15 - 24,954,1063,911,1244
2009,ITA,Females,25 - 34,2129,1990,1632,2162
2009,ITA,Females,35 - 44,649,615,593,794
2009,ITA,Females,45 - 54,350,307,308,429
2009,ITA,Females,55 - 64,350,293,239,346
2009,MAR,Females,35 - 44,2646,2407,1665,2532
2009,DOM,Males,0 - 14,1204,1213,913,1317
2009,DOM,Males,15 - 24,1126,1241,1091,1615
2009,DOM,Males,25 - 34,957,1176,1039,1555
2009,DOM,Males,35 - 44,613,639,540,821
2009,DOM,Males,45 - 54,212,262,192,290
2009,DOM,Males,55 - 64,51,52,49,78
2009,DOM,Males,65+,20,29,19,41
2009,DOM,Females,65+,32,59,42,100
2009,DOM,Females,55 - 64,76,110,97,172
2009,DOM,Females,45 - 54,258,338,263,446
2009,CUB,Males,35 - 44,593,534,398,634
2009,CUB,Males,45 - 54,283,394,293,430
2009,CUB,Males,55 - 64,162,156,146,216
2009,CUB,Males,65+,103,126,102,166
2009,DOM,Females,0 - 14,1211,1005,881,1272
2009,DOM,Females,15 - 24,1480,1581,1407,2069
2009,DOM,Females,25 - 34,1496,1802,1458,2194
2009,DOM,Females,35 - 44,748,938,729,1068
2009,ECU,Females,0 - 14,2124,1156,841,1775
2009,ECU,Females,15 - 24,1960,1709,1341,2255
2009,ECU,Females,35 - 44,708,785,569,940
2009,FRA,Females,15 - 24,942,957,791,1040
2009,FRA,Females,25 - 34,1017,1006,868,1136
2009,FRA,Females,35 - 44,446,392,377,529
2009,FRA,Females,45 - 54,258,328,243,359
2009,FRA,Females,55 - 64,312,372,279,408
2009,FRA,Females,65+,310,408,279,422
2009,FRA,Males,0 - 14,542,442,422,602
2009,FRA,Females,0 - 14,503,440,408,605
2009,FRA,Males,15 - 24,600,630,560,797
2009,FRA,Males,35 - 44,600,560,524,725
2009,FRA,Males,45 - 54,383,409,325,492
2009,FRA,Males,55 - 64,361,405,326,460
2009,FRA,Males,65+,325,320,259,398
2009,ECU,Females,25 - 34,1388,1720,1336,2115
2009,FRA,Males,25 - 34,1140,1083,860,1202
2009,ECU,Females,55 - 64,175,174,119,209
2009,ECU,Females,65+,100,80,67,125
2009,ECU,Males,0 - 14,2255,1437,926,1852
2009,ECU,Males,15 - 24,2176,1650,1310,2122
2009,ECU,Males,25 - 34,1124,1638,1231,2012
2009,ECU,Males,35 - 44,675,772,543,840
2009,ECU,Males,45 - 54,297,292,222,368
2009,ECU,Females,45 - 54,383,411,278,518
2009,ECU,Males,65+,59,38,30,61
2009,ECU,Males,55 - 64,88,80,60,108
2010,PER,Males,35 - 44,532,765,593,1025
2010,PER,Males,45 - 54,216,338,251,453
2010,PER,Males,55 - 64,69,115,80,148
2010,PER,Males,65+,110,106,75,135
2010,PRT,Females,0 - 14,330,327,270,420
2010,PRT,Females,15 - 24,462,535,462,654
2010,PRT,Females,25 - 34,710,636,640,876
2010,PRT,Females,35 - 44,348,395,349,479
2010,PER,Males,25 - 34,930,1311,1110,1888
2010,PER,Males,0 - 14,806,915,823,1236
2010,PER,Males,15 - 24,715,913,790,1262
2010,PER,Females,15 - 24,838,1139,944,1435
2010,PER,Females,25 - 34,1495,1630,1524,2231
2010,PER,Females,35 - 44,828,903,824,1307
2010,PER,Females,45 - 54,390,510,400,678
2010,PER,Females,55 - 64,144,225,172,307
2010,PER,Females,65+,177,210,147,253
2010,PER,Females,0 - 14,770,972,784,1247
2010,PRT,Females,45 - 54,220,193,186,274
2010,PRT,Females,65+,118,94,79,122
2010,ROU,Females,45 - 54,2616,2020,1387,2178
2010,ROU,Females,55 - 64,1383,857,705,1180
2010,ROU,Females,65+,494,334,270,434
2010,ROU,Males,0 - 14,3831,3202,2604,3707
2010,ROU,Males,15 - 24,7509,4952,4245,6443
2010,ROU,Males,25 - 34,6663,4517,3965,5612
2010,ROU,Females,35 - 44,4174,3014,2563,3582
2010,ROU,Males,35 - 44,3765,2947,2597,3587
2010,ROU,Males,55 - 64,843,512,450,703
2010,ROU,Males,65+,229,151,123,204
2010,PRY,Males,65+,15,14,10,18
2010,ROU,Males,45 - 54,1736,1466,1188,1714
2010,ROU,Females,25 - 34,5844,5156,4259,5817
2010,ROU,Females,15 - 24,9162,6726,5109,7550
2010,ROU,Females,0 - 14,3664,3093,2713,3691
2010,PRT,Males,0 - 14,355,482,366,525
2010,PRT,Males,15 - 24,523,566,512,741
2010,PRT,Males,25 - 34,1266,1013,925,1310
2010,PRT,Males,35 - 44,905,900,716,1054
2010,PRT,Males,45 - 54,541,415,367,556
2010,PRT,Males,55 - 64,192,205,154,227
2010,PRT,Males,65+,88,88,68,102
2010,PRT,Females,55 - 64,95,126,101,152
2010,PRY,Males,55 - 64,22,26,24,44
2010,PRY,Males,35 - 44,248,266,224,358
2010,NIC,Females,25 - 34,961,812,642,977
2010,NIC,Females,35 - 44,538,427,314,497
2010,NIC,Females,45 - 54,209,172,103,174
2010,NIC,Females,55 - 64,51,29,22,40
2010,NIC,Females,65+,9,5,4,11
2010,NIC,Males,0 - 14,102,96,66,137
2010,NIC,Females,15 - 24,529,455,405,590
2010,NIC,Males,15 - 24,143,160,122,185
2010,NIC,Males,35 - 44,76,79,62,91
2010,NIC,Males,45 - 54,20,28,15,26
2010,NIC,Males,55 - 64,4,3,3,6
2010,NIC,Males,65+,1,1,1,2
2010,NIC,Males,25 - 34,217,212,158,234
2010,NIC,Females,0 - 14,103,119,91,206
2010,MAR,Females,55 - 64,539,471,375,566
2010,MAR,Females,65+,413,371,256,408
2010,MAR,Males,0 - 14,2952,3030,2284,3347
2010,MAR,Males,15 - 24,3769,4087,3460,5374
2010,MAR,Males,25 - 34,5227,5354,4330,6427
2010,MAR,Males,35 - 44,2396,2386,2047,2702
2010,MAR,Males,45 - 54,758,785,674,926
2010,MAR,Males,55 - 64,391,355,294,418
2010,MAR,Males,65+,264,263,195,285
2010,PRY,Males,45 - 54,94,98,90,154
2010,PRY,Females,0 - 14,573,679,514,905
2010,PRY,Females,15 - 24,2545,1742,1153,2064
2010,PRY,Females,25 - 34,2242,1783,1266,2076
2010,PRY,Females,45 - 54,578,408,313,529
2010,PRY,Females,55 - 64,176,137,120,200
2010,PRY,Females,65+,44,46,35,63
2010,PRY,Males,0 - 14,537,555,452,691
2010,PRY,Males,15 - 24,601,899,630,1065
2010,PRY,Males,25 - 34,777,793,645,1016
2010,PRY,Females,35 - 44,918,745,568,902
2010,PAK,Females,0 - 14,1722,329,215,444
2010,PAK,Females,15 - 24,841,460,283,643
2010,PAK,Females,25 - 34,1349,575,366,908
2010,PAK,Females,35 - 44,885,215,185,352
2010,PAK,Females,45 - 54,262,90,56,127
2010,PAK,Females,55 - 64,31,19,12,26
2010,PAK,Females,65+,6,10,4,13
2010,PAK,Males,0 - 14,2381,787,614,1191
2010,PAK,Males,15 - 24,2856,1836,1281,2383
2010,PAK,Males,25 - 34,3149,2443,1768,2839
2010,PAK,Males,35 - 44,1417,982,799,1290
2010,PAK,Males,45 - 54,350,268,209,349
2010,PAK,Males,55 - 64,64,41,30,66
2010,PAK,Males,65+,8,9,5,15
2010,GBR,Males,0 - 14,832,772,663,948
2010,GBR,Males,15 - 24,431,544,447,634
2010,GBR,Males,25 - 34,1037,1098,924,1213
2010,GBR,Males,35 - 44,1170,1103,917,1253
2010,GBR,Males,45 - 54,1340,1571,1210,1594
2010,GBR,Males,55 - 64,2087,2023,1697,2409
2010,GBR,Females,65+,1058,984,961,1311
2010,GBR,Males,65+,1585,1512,1307,1710
2010,GBR,Females,55 - 64,2026,1615,1459,2145
2010,GBR,Females,35 - 44,905,934,794,1047
2010,UKR,Males,35 - 44,289,237,232,326
2010,UKR,Males,45 - 54,181,157,142,206
2010,UKR,Males,55 - 64,59,75,55,84
2010,UKR,Males,65+,27,26,20,33
2010,GBR,Females,45 - 54,1219,1242,1049,1364
2010,GBR,Females,0 - 14,781,755,601,878
2010,GBR,Females,15 - 24,634,788,614,833
2010,GBR,Females,25 - 34,1071,1194,946,1251
2010,USA,Females,0 - 14,336,319,246,429
2010,USA,Females,15 - 24,621,743,551,1017
2010,USA,Females,25 - 34,515,519,476,758
2010,VEN,Females,0 - 14,429,391,343,535
2010,VEN,Females,15 - 24,680,643,526,797
2010,VEN,Females,25 - 34,1270,1102,855,1352
2010,VEN,Females,35 - 44,542,501,399,592
2010,VEN,Females,45 - 54,373,330,245,401
2010,VEN,Females,55 - 64,337,288,234,380
2010,VEN,Females,65+,168,190,152,261
2010,VEN,Males,15 - 24,559,590,420,635
2010,VEN,Males,25 - 34,923,1120,643,1058
2010,VEN,Males,35 - 44,373,353,283,416
2010,VEN,Males,45 - 54,152,162,135,210
2010,VEN,Males,55 - 64,111,115,89,141
2010,VEN,Males,65+,93,85,62,112
2010,MAR,Females,45 - 54,875,797,587,883
2010,VEN,Males,0 - 14,451,453,338,528
2010,USA,Females,35 - 44,234,274,196,290
2010,USA,Females,45 - 54,158,182,115,184
2010,USA,Females,55 - 64,90,106,86,140
2010,USA,Females,65+,89,95,73,117
2010,USA,Males,0 - 14,316,427,272,448
2010,USA,Males,15 - 24,366,413,364,609
2010,USA,Males,25 - 34,381,433,345,572
2010,USA,Males,35 - 44,253,260,191,283
2010,USA,Males,45 - 54,140,170,130,195
2010,USA,Males,55 - 64,107,96,91,142
2010,USA,Males,65+,88,99,84,137
2010,UKR,Males,25 - 34,493,383,293,465
2010,UKR,Males,15 - 24,409,352,320,455
2010,UKR,Males,0 - 14,381,321,290,424
2010,RUS,Females,0 - 14,633,716,624,1002
2010,RUS,Females,15 - 24,672,638,542,812
2010,RUS,Females,25 - 34,1027,1137,820,1199
2010,RUS,Females,35 - 44,670,799,715,1031
2010,RUS,Females,45 - 54,522,584,491,708
2010,RUS,Females,55 - 64,297,382,298,464
2010,RUS,Females,65+,110,185,133,231
2010,RUS,Males,0 - 14,691,663,553,845
2010,RUS,Males,15 - 24,275,308,241,374
2010,RUS,Males,25 - 34,282,386,306,501
2010,RUS,Males,35 - 44,444,494,413,607
2010,RUS,Males,45 - 54,350,341,281,473
2010,RUS,Males,55 - 64,148,181,134,223
2010,RUS,Males,65+,51,77,54,98
2010,UKR,Females,0 - 14,387,281,306,430
2010,UKR,Females,15 - 24,676,455,483,762
2010,UKR,Females,25 - 34,749,668,573,796
2010,UKR,Females,35 - 44,511,453,383,534
2010,UKR,Females,45 - 54,475,343,272,418
2010,UKR,Females,65+,61,71,57,95
2010,UKR,Females,55 - 64,226,205,155,234
2010,MAR,Females,35 - 44,1705,1845,1400,2050
2010,MAR,Females,15 - 24,4377,3643,2961,4610
2010,CHN,Females,0 - 14,1060,886,712,1146
2010,CHN,Females,15 - 24,1606,1626,1580,2686
2010,CHN,Females,25 - 34,1286,1357,1143,1732
2010,CHN,Females,35 - 44,889,758,686,1042
2010,CHN,Females,45 - 54,304,332,301,510
2010,CHN,Females,65+,65,75,58,140
2010,CHN,Males,0 - 14,1274,956,803,1326
2010,CHN,Males,15 - 24,1344,1064,1202,2022
2010,CHN,Males,25 - 34,1137,1104,883,1359
2010,CHN,Males,35 - 44,884,796,591,918
2010,CHN,Males,45 - 54,315,382,262,445
2010,CHN,Females,55 - 64,134,141,125,240
2010,CHN,Males,55 - 64,99,99,89,167
2010,BGR,Females,15 - 24,1061,931,740,1057
2010,BGR,Females,25 - 34,951,1014,773,1061
2010,BGR,Females,35 - 44,702,671,566,749
2010,BGR,Females,45 - 54,519,421,360,516
2010,BGR,Females,55 - 64,289,239,207,316
2010,BGR,Females,65+,136,131,98,153
2010,BGR,Males,0 - 14,625,572,476,676
2010,BGR,Males,25 - 34,1151,933,757,1058
2010,BGR,Males,35 - 44,766,691,625,882
2010,BGR,Males,45 - 54,457,375,364,512
2010,BGR,Males,55 - 64,174,165,146,221
2010,BGR,Males,65+,54,58,45,75
2010,BGR,Males,15 - 24,907,694,623,900
2010,CHN,Males,65+,75,62,45,112
2010,COL,Males,65+,75,80,62,106
2010,COL,Males,55 - 64,122,118,89,155
2010,CUB,Females,0 - 14,337,342,269,395
2010,CUB,Females,15 - 24,643,585,441,627
2010,CUB,Females,25 - 34,679,743,655,909
2010,CUB,Females,35 - 44,687,632,491,675
2010,CUB,Females,45 - 54,448,456,387,533
2010,CUB,Females,55 - 64,304,304,267,364
2010,COL,Males,45 - 54,376,339,229,358
2010,COL,Males,35 - 44,787,788,546,816
2010,COL,Males,25 - 34,1649,1663,1308,2048
2010,COL,Females,0 - 14,1476,1162,883,1485
2010,COL,Females,15 - 24,1786,2167,1383,2012
2010,COL,Females,25 - 34,2311,2136,1711,2540
2010,COL,Females,35 - 44,1048,1073,771,1163
2010,COL,Females,45 - 54,533,580,434,648
2010,COL,Females,55 - 64,257,396,267,450
2010,COL,Females,65+,189,242,178,299
2010,COL,Males,0 - 14,1534,1304,873,1340
2010,COL,Males,15 - 24,1518,1733,1139,1720
2010,CUB,Females,65+,243,240,190,283
2010,DZA,Males,35 - 44,461,457,382,552
2010,DZA,Males,45 - 54,179,202,165,272
2010,DZA,Males,55 - 64,83,122,85,145
2010,DZA,Males,65+,40,61,35,67
2010,DZA,Males,25 - 34,897,758,636,944
2010,ARG,Females,0 - 14,367,430,345,535
2010,ARG,Females,15 - 24,452,460,421,643
2010,ARG,Females,25 - 34,912,1015,773,1144
2010,ARG,Females,35 - 44,352,436,356,525
2010,DZA,Males,15 - 24,468,435,374,546
2010,MAR,Females,25 - 34,4091,4426,3355,4591
2010,DZA,Males,0 - 14,328,350,344,581
2010,DZA,Females,0 - 14,236,306,234,398
2010,DZA,Females,15 - 24,276,247,231,348
2010,DZA,Females,25 - 34,423,404,375,516
2010,DZA,Females,35 - 44,171,214,180,259
2010,DZA,Females,45 - 54,86,103,94,159
2010,DZA,Females,55 - 64,75,83,63,111
2010,DZA,Females,65+,35,42,31,63
2010,ARG,Females,45 - 54,258,272,206,318
2010,ARG,Females,55 - 64,256,244,158,285
2010,ARG,Females,65+,296,253,128,276
2010,BRA,Females,45 - 54,402,331,294,440
2010,BRA,Females,55 - 64,181,141,132,204
2010,BRA,Females,65+,72,67,53,86
2010,BRA,Males,0 - 14,839,688,536,913
2010,BRA,Males,15 - 24,914,818,810,1183
2010,BRA,Males,25 - 34,987,1032,886,1369
2010,BRA,Females,35 - 44,791,789,613,984
2010,BRA,Males,35 - 44,332,417,348,535
2010,BRA,Males,55 - 64,57,45,38,65
2010,BRA,Males,65+,27,24,17,31
2010,BRA,Males,45 - 54,132,125,125,201
2010,BRA,Females,25 - 34,1865,1846,1332,2153
2010,BRA,Females,15 - 24,1233,1279,1131,1699
2010,BRA,Females,0 - 14,859,742,605,991
2010,ARG,Males,0 - 14,378,478,368,583
2010,ARG,Males,15 - 24,433,491,380,649
2010,ARG,Males,25 - 34,883,958,747,1103
2010,ARG,Males,35 - 44,377,443,345,515
2010,ARG,Males,45 - 54,198,236,179,273
2010,ARG,Males,55 - 64,141,145,90,168
2010,ARG,Males,65+,116,118,85,154
2010,BGR,Females,0 - 14,594,489,467,647
2010,CUB,Males,15 - 24,457,416,347,487
2010,HND,Females,15 - 24,1043,933,741,1190
2010,HND,Females,25 - 34,1297,1215,965,1437
2010,HND,Females,35 - 44,591,673,430,696
2010,HND,Females,45 - 54,269,214,146,267
2010,HND,Females,55 - 64,75,74,49,88
2010,HND,Females,65+,31,29,18,36
2010,HND,Males,0 - 14,326,289,181,343
2010,HND,Females,0 - 14,313,467,272,488
2010,DEU,Males,65+,758,627,516,806
2010,DEU,Males,55 - 64,618,602,514,701
2010,DEU,Males,45 - 54,588,630,518,698
2010,DEU,Females,0 - 14,322,358,342,482
2010,DEU,Females,15 - 24,701,737,607,899
2010,DEU,Females,25 - 34,958,828,782,1057
2010,DEU,Females,35 - 44,531,495,454,612
2010,DEU,Females,45 - 54,481,495,422,585
2010,DEU,Females,55 - 64,615,505,464,644
2010,DEU,Females,65+,616,537,438,729
2010,DEU,Males,0 - 14,367,384,325,465
2010,DEU,Males,15 - 24,353,406,370,571
2010,DEU,Males,25 - 34,752,829,673,893
2010,DEU,Males,35 - 44,658,640,542,731
2010,HND,Males,15 - 24,317,324,256,410
2010,HND,Males,25 - 34,299,327,265,422
2010,HND,Males,45 - 54,34,49,29,53
2010,ITA,Males,25 - 34,2575,2331,2045,2626
2010,ITA,Males,35 - 44,1064,969,946,1292
2010,ITA,Males,45 - 54,508,446,454,650
2010,ITA,Males,55 - 64,286,327,259,411
2010,ITA,Males,65+,262,251,209,296
2010,ITA,Males,15 - 24,1068,951,898,1178
2010,CUB,Males,0 - 14,401,369,284,414
2010,MAR,Females,0 - 14,2412,2297,1878,2733
2010,ITA,Males,0 - 14,459,629,435,643
2010,ITA,Females,65+,312,287,220,331
2010,HND,Males,55 - 64,10,11,9,17
2010,HND,Males,65+,6,7,4,9
2010,ITA,Females,0 - 14,425,418,386,531
2010,ITA,Females,15 - 24,948,905,862,1157
2010,ITA,Females,25 - 34,1969,1677,1543,2016
2010,ITA,Females,35 - 44,626,523,568,749
2010,ITA,Females,45 - 54,341,298,303,410
2010,ITA,Females,55 - 64,357,276,245,348
2010,HND,Males,35 - 44,93,164,96,169
2010,CUB,Males,35 - 44,660,477,375,570
2010,DOM,Males,0 - 14,723,935,779,1160
2010,DOM,Males,15 - 24,760,975,915,1421
2010,DOM,Males,25 - 34,954,971,863,1317
2010,DOM,Males,35 - 44,493,529,457,688
2010,DOM,Males,45 - 54,182,212,172,265
2010,DOM,Males,55 - 64,44,48,45,73
2010,DOM,Males,65+,17,29,17,39
2010,DOM,Females,65+,28,60,38,95
2010,DOM,Females,55 - 64,67,101,86,150
2010,DOM,Females,45 - 54,182,276,223,381
2010,DOM,Females,35 - 44,582,759,598,888
2010,CUB,Males,25 - 34,568,602,523,714
2010,CUB,Males,45 - 54,368,359,272,396
2010,CUB,Males,55 - 64,187,162,141,203
2010,CUB,Males,65+,132,132,103,162
2010,DOM,Females,0 - 14,692,756,742,1116
2010,DOM,Females,15 - 24,950,1318,1132,1806
2010,DOM,Females,25 - 34,1232,1549,1177,1800
2010,ECU,Females,0 - 14,935,1161,740,1699
2010,ECU,Females,15 - 24,928,1487,1083,2013
2010,ECU,Females,35 - 44,418,717,486,858
2010,FRA,Females,0 - 14,534,430,394,568
2010,FRA,Females,15 - 24,943,886,747,983
2010,FRA,Females,25 - 34,1015,934,819,1059
2010,FRA,Females,35 - 44,452,358,362,499
2010,FRA,Females,45 - 54,253,297,247,347
2010,FRA,Females,55 - 64,332,349,286,402
2010,FRA,Females,65+,300,390,295,424
2010,FRA,Males,0 - 14,524,439,412,561
2010,FRA,Males,15 - 24,591,586,533,738
2010,FRA,Males,25 - 34,1083,1037,821,1105
2010,FRA,Males,35 - 44,649,552,515,685
2010,FRA,Males,45 - 54,345,403,331,481
2010,FRA,Males,55 - 64,430,400,333,463
2010,ECU,Females,25 - 34,772,1605,1151,1838
2010,FRA,Males,65+,338,318,272,414
2010,ECU,Females,45 - 54,201,351,227,440
2010,ECU,Females,55 - 64,85,106,91,177
2010,ECU,Females,65+,59,68,52,103
2010,ECU,Males,0 - 14,959,1304,852,1581
2010,ECU,Males,25 - 34,893,1350,1050,1792
2010,ECU,Males,35 - 44,469,642,480,774
2010,ECU,Males,15 - 24,973,1495,1069,2004
2010,ECU,Males,55 - 64,47,50,46,90
2010,ECU,Males,65+,28,37,24,47
2010,ECU,Males,45 - 54,170,268,181,325
2011,PER,Males,55 - 64,127,96,69,111
2011,PER,Males,65+,119,89,72,120
2011,PER,Males,45 - 54,209,229,162,256
2011,PRT,Females,25 - 34,688,625,609,807
2011,PRT,Females,0 - 14,352,333,260,383
2011,PRT,Females,15 - 24,471,484,424,591
2011,PER,Males,35 - 44,474,480,365,529
2011,PRT,Females,35 - 44,376,374,337,447
2011,PER,Males,25 - 34,886,892,724,1034
2011,PER,Females,25 - 34,1430,1141,990,1380
2011,PER,Males,0 - 14,727,688,490,734
2011,PRT,Females,45 - 54,237,195,181,253
2011,PER,Males,15 - 24,603,642,515,738
2011,PER,Females,0 - 14,652,747,486,714
2011,PER,Females,15 - 24,879,790,632,903
2011,PER,Females,35 - 44,755,659,521,755
2011,PER,Females,45 - 54,349,364,266,416
2011,PER,Females,55 - 64,233,176,156,236
2011,PER,Females,65+,217,176,145,229
2011,PRT,Females,55 - 64,114,130,103,148
2011,ROU,Females,55 - 64,1476,813,755,1187
2011,ROU,Females,65+,484,347,305,462
2011,ROU,Males,0 - 14,3873,3116,2612,3653
2011,ROU,Males,15 - 24,6936,4688,4303,6055
2011,ROU,Males,25 - 34,6403,4348,3965,5355
2011,ROU,Males,35 - 44,3774,2885,2637,3531
2011,ROU,Females,45 - 54,2602,1804,1456,2111
2011,ROU,Males,45 - 54,1676,1417,1234,1744
2011,ROU,Males,65+,229,159,138,221
2011,ROU,Males,55 - 64,858,485,486,729
2011,ROU,Females,35 - 44,4197,2812,2542,3468
2011,ROU,Females,25 - 34,5864,4712,4154,5492
2011,ROU,Females,15 - 24,8650,5930,5058,7012
2011,PRT,Males,0 - 14,388,469,346,474
2011,PRT,Males,15 - 24,547,514,472,657
2011,PRT,Males,25 - 34,1131,946,906,1197
2011,PRT,Males,35 - 44,884,873,700,960
2011,PRT,Males,45 - 54,522,401,364,517
2011,PRT,Males,55 - 64,183,206,155,222
2011,PRT,Males,65+,111,92,72,104
2011,ROU,Females,0 - 14,3809,2885,2740,3589
2011,PRT,Females,65+,125,103,86,122
2011,PRY,Males,65+,15,15,10,17
2011,MAR,Females,65+,482,404,292,444
2011,PRY,Males,45 - 54,102,88,77,123
2011,NIC,Females,35 - 44,587,414,335,510
2011,NIC,Females,45 - 54,246,164,112,187
2011,NIC,Females,55 - 64,36,27,26,43
2011,NIC,Females,65+,7,6,5,12
2011,NIC,Males,0 - 14,157,97,69,135
2011,NIC,Males,15 - 24,159,172,128,192
2011,NIC,Females,25 - 34,1210,859,671,992
2011,NIC,Males,25 - 34,245,216,164,230
2011,NIC,Males,45 - 54,17,25,16,27
2011,NIC,Males,55 - 64,6,4,3,6
2011,NIC,Males,65+,2,1,1,2
2011,NIC,Males,35 - 44,80,80,65,93
2011,NIC,Females,15 - 24,693,473,440,611
2011,NIC,Females,0 - 14,143,123,101,206
2011,MAR,Males,0 - 14,2599,2909,2318,3230
2011,MAR,Males,15 - 24,3333,3933,3409,5228
2011,MAR,Males,25 - 34,4793,5093,4338,6131
2011,MAR,Males,35 - 44,2355,2178,2064,2641
2011,MAR,Males,45 - 54,803,735,691,924
2011,MAR,Males,55 - 64,413,376,317,431
2011,MAR,Males,65+,318,284,218,309
2011,PRY,Males,55 - 64,33,25,24,37
2011,PRY,Females,0 - 14,623,636,507,732
2011,PRY,Females,15 - 24,2122,1539,1157,1815
2011,PRY,Females,25 - 34,1885,1494,1277,1815
2011,PRY,Females,35 - 44,740,655,565,776
2011,PRY,Females,55 - 64,170,136,131,187
2011,PRY,Females,65+,62,53,40,61
2011,PRY,Males,0 - 14,598,490,399,576
2011,PRY,Males,15 - 24,595,778,566,890
2011,PRY,Males,25 - 34,628,684,594,872
2011,PRY,Males,35 - 44,179,228,190,291
2011,PRY,Females,45 - 54,475,373,311,460
2011,PAK,Females,0 - 14,933,512,316,569
