Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2015,HND,Females,15 - 24,1786,1401,1164,1708
2015,DEU,Males,65+,554,523,513,689
2015,DEU,Males,55 - 64,428,471,434,576
2015,DEU,Females,0 - 14,339,383,279,387
2015,DEU,Females,15 - 24,679,650,478,687
2015,DEU,Females,25 - 34,789,741,622,823
2015,DEU,Females,35 - 44,398,404,354,464
2015,DEU,Females,45 - 54,451,409,347,470
2015,DEU,Females,55 - 64,371,444,377,514
2015,DEU,Females,65+,420,491,429,607
2015,DEU,Males,0 - 14,330,363,275,375
2015,DEU,Males,15 - 24,339,358,303,422
2015,DEU,Males,25 - 34,659,633,530,710
2015,DEU,Males,35 - 44,440,517,418,571
2015,DEU,Males,45 - 54,549,526,437,581
2015,HND,Males,15 - 24,654,445,419,595
2015,HND,Males,25 - 34,469,453,365,546
2015,HND,Males,45 - 54,77,70,49,78
2015,ITA,Males,25 - 34,3444,2989,2872,3573
2015,ITA,Males,35 - 44,2040,1598,1490,1870
2015,ITA,Males,45 - 54,1133,892,772,1000
2015,ITA,Males,55 - 64,580,543,458,589
2015,ITA,Males,65+,493,396,371,490
2015,ITA,Males,15 - 24,1583,1342,1238,1641
2015,MAR,Females,0 - 14,1813,1925,1499,2177
2015,CUB,Males,15 - 24,337,365,296,430
2015,ITA,Males,0 - 14,983,924,712,948
2015,ITA,Females,65+,422,419,377,518
2015,HND,Males,55 - 64,39,28,18,31
2015,HND,Males,65+,30,21,11,22
2015,ITA,Females,0 - 14,981,701,612,833
2015,ITA,Females,15 - 24,1588,1273,1225,1544
2015,ITA,Females,25 - 34,2846,2509,2270,2814
2015,ITA,Females,35 - 44,1276,1014,943,1169
2015,ITA,Females,45 - 54,776,608,521,672
2015,ITA,Females,55 - 64,500,456,401,524
2015,HND,Males,35 - 44,142,172,140,211
2015,MAR,Females,15 - 24,2904,2906,2273,3399
2015,DOM,Males,0 - 14,766,724,618,846
2015,DOM,Males,15 - 24,918,865,765,1064
2015,DOM,Males,25 - 34,646,804,701,952
2015,DOM,Males,35 - 44,440,402,381,543
2015,DOM,Males,45 - 54,212,188,168,230
2015,DOM,Males,55 - 64,65,67,52,76
2015,DOM,Females,65+,72,72,52,98
2015,DOM,Males,65+,29,36,27,43
2015,ECU,Females,0 - 14,400,353,286,456
2015,DOM,Females,55 - 64,103,132,89,132
2015,DOM,Females,35 - 44,500,533,450,597
2015,CUB,Males,35 - 44,360,383,316,443
2015,CUB,Males,45 - 54,288,373,252,358
2015,CUB,Males,55 - 64,152,166,129,183
2015,CUB,Males,65+,157,136,107,171
2015,DOM,Females,45 - 54,196,244,200,283
2015,DOM,Females,0 - 14,763,625,542,756
2015,DOM,Females,15 - 24,1073,1112,876,1221
2015,DOM,Females,25 - 34,921,1013,894,1148
2015,ECU,Females,15 - 24,710,691,536,764
2015,ECU,Females,35 - 44,300,255,226,332
2015,FRA,Females,0 - 14,638,511,446,746
2015,FRA,Females,15 - 24,1029,959,688,1098
2015,FRA,Females,25 - 34,959,1013,849,1240
2015,FRA,Females,35 - 44,521,434,434,628
2015,FRA,Females,45 - 54,376,339,305,449
2015,FRA,Females,55 - 64,419,357,313,475
2015,ECU,Females,25 - 34,831,586,540,789
2015,FRA,Males,0 - 14,630,616,490,736
2015,FRA,Males,15 - 24,728,729,544,817
2015,FRA,Males,25 - 34,1067,1089,872,1231
2015,FRA,Males,35 - 44,658,676,570,812
2015,FRA,Males,45 - 54,548,510,408,591
2015,FRA,Males,55 - 64,473,373,332,594
2015,FRA,Males,65+,510,403,314,559
2015,FRA,Females,65+,465,411,342,533
2015,ECU,Females,55 - 64,106,108,77,116
2015,ECU,Females,65+,73,75,65,106
2015,ECU,Males,0 - 14,430,438,339,569
2015,ECU,Males,15 - 24,760,708,578,839
2015,ECU,Males,25 - 34,824,713,592,853
2015,ECU,Males,35 - 44,372,320,253,380
2015,ECU,Females,45 - 54,168,148,130,213
2015,ECU,Males,55 - 64,60,56,45,73
2015,ECU,Males,65+,32,47,32,55
2015,ECU,Males,45 - 54,186,148,126,191
2016,PER,Males,45 - 54,251,306,248,358
2016,PER,Males,55 - 64,163,153,124,184
2016,PER,Males,65+,237,198,146,225
2016,PRT,Females,0 - 14,327,366,275,372
2016,PRT,Females,15 - 24,471,476,427,564
2016,PRT,Females,25 - 34,770,829,662,839
2016,PRT,Females,35 - 44,453,410,372,484
2016,PRT,Females,45 - 54,239,234,216,296
2016,PER,Males,35 - 44,468,581,473,666
2016,PER,Males,15 - 24,691,588,574,792
2016,PER,Females,0 - 14,467,614,505,747
2016,PER,Females,15 - 24,800,742,687,962
2016,PER,Females,25 - 34,1304,1510,1219,1649
2016,PER,Females,35 - 44,747,780,681,966
2016,PER,Females,45 - 54,460,511,404,578
2016,PER,Females,55 - 64,352,294,276,392
2016,PER,Females,65+,467,362,287,436
2016,PER,Males,0 - 14,489,550,506,748
2016,PER,Males,25 - 34,1057,1101,898,1248
2016,PRT,Females,55 - 64,136,145,133,188
2016,ROU,Females,55 - 64,929,870,722,1050
2016,ROU,Females,65+,434,440,393,540
2016,ROU,Males,0 - 14,2332,2041,1843,2435
2016,ROU,Males,15 - 24,3448,3162,2786,3698
2016,ROU,Males,25 - 34,3998,3320,3038,4017
2016,ROU,Males,35 - 44,2784,2580,2205,2898
2016,ROU,Females,45 - 54,1410,1310,1260,1629
2016,ROU,Males,45 - 54,1476,1172,1221,1617
2016,ROU,Males,65+,205,203,193,284
2016,ROU,Males,55 - 64,605,581,529,703
2016,ROU,Females,35 - 44,2190,1954,1925,2534
2016,ROU,Females,25 - 34,3242,2740,2804,3852
2016,ROU,Females,15 - 24,3275,3410,3031,4097
2016,PRT,Males,0 - 14,386,332,329,441
2016,PRT,Males,15 - 24,483,440,435,577
2016,PRT,Males,25 - 34,976,995,874,1117
2016,PRT,Males,35 - 44,825,868,674,904
2016,PRT,Males,45 - 54,441,486,402,546
2016,PRT,Males,55 - 64,184,193,173,277
2016,PRT,Males,65+,116,111,104,144
2016,ROU,Females,0 - 14,2302,1927,1802,2368
2016,PRT,Females,65+,139,133,122,167
2016,PRY,Males,65+,31,25,16,28
2016,PRY,Males,45 - 54,106,95,82,125
2016,NIC,Females,25 - 34,1056,1168,958,1443
2016,NIC,Females,35 - 44,524,512,500,756
2016,NIC,Females,45 - 54,199,228,186,303
2016,NIC,Females,55 - 64,69,68,50,90
2016,NIC,Females,65+,20,23,14,32
2016,NIC,Males,0 - 14,249,175,130,238
2016,NIC,Females,15 - 24,934,969,700,1044
2016,NIC,Males,15 - 24,325,363,238,395
2016,NIC,Males,35 - 44,114,134,114,189
2016,NIC,Males,45 - 54,34,48,30,60
2016,NIC,Males,55 - 64,9,12,7,17
2016,NIC,Males,65+,8,5,3,7
2016,NIC,Males,25 - 34,291,371,277,452
2016,NIC,Females,0 - 14,279,222,201,346
2016,MAR,Females,65+,621,655,491,756
2016,MAR,Males,0 - 14,2870,3012,2628,3752
2016,MAR,Males,15 - 24,3593,4318,3689,6124
2016,MAR,Males,25 - 34,5514,5693,5526,7594
2016,MAR,Males,35 - 44,2810,2912,2704,3689
2016,MAR,Males,45 - 54,1019,1067,996,1360
2016,MAR,Males,55 - 64,581,530,474,687
2016,MAR,Males,65+,415,416,359,541
2016,PRY,Females,0 - 14,555,502,406,573
2016,PRY,Females,15 - 24,1354,1245,972,1479
2016,PRY,Females,25 - 34,1324,1263,993,1471
2016,PRY,Females,35 - 44,611,544,457,635
2016,PRY,Females,55 - 64,252,176,155,231
2016,PRY,Females,65+,97,86,60,99
2016,PRY,Males,0 - 14,541,377,323,481
2016,PRY,Males,15 - 24,790,740,548,812
2016,PRY,Males,25 - 34,768,626,535,763
2016,PRY,Males,35 - 44,280,233,183,277
2016,PRY,Females,45 - 54,412,310,278,411
2016,PAK,Females,0 - 14,601,525,332,599
2016,PAK,Females,15 - 24,383,409,331,547
2016,PAK,Females,25 - 34,689,570,457,739
2016,PAK,Females,35 - 44,371,333,239,398
2016,PAK,Females,45 - 54,132,129,84,165
2016,PAK,Females,55 - 64,25,41,23,54
2016,PAK,Females,65+,28,22,14,31
2016,PAK,Males,0 - 14,804,723,639,1010
2016,PAK,Males,15 - 24,1173,1178,898,1391
2016,PAK,Males,25 - 34,1197,1747,1214,1966
2016,PAK,Males,35 - 44,613,822,629,1055
2016,PAK,Males,45 - 54,235,233,211,349
2016,PAK,Males,55 - 64,91,63,45,94
2016,PAK,Males,65+,31,25,14,32
2016,PRY,Males,55 - 64,47,44,32,51
2016,RUS,Females,0 - 14,601,752,657,1040
2016,GBR,Males,0 - 14,976,883,791,1034
2016,GBR,Males,15 - 24,621,535,521,721
2016,GBR,Males,25 - 34,1252,1108,1058,1339
2016,GBR,Males,35 - 44,1235,1000,1039,1302
2016,GBR,Males,45 - 54,1653,1528,1434,1747
2016,GBR,Males,55 - 64,2172,2300,2008,2566
2016,GBR,Females,65+,1335,1454,1230,1608
2016,GBR,Males,65+,2071,2135,1688,2209
2016,GBR,Females,55 - 64,1917,2070,1712,2187
2016,GBR,Females,35 - 44,1006,875,866,1070
2016,UKR,Males,35 - 44,525,455,415,616
2016,UKR,Males,45 - 54,304,310,251,381
2016,UKR,Males,55 - 64,135,128,109,153
2016,UKR,Males,65+,46,48,48,85
2016,GBR,Females,45 - 54,1432,1281,1177,1477
2016,GBR,Females,0 - 14,910,741,694,925
2016,GBR,Females,15 - 24,783,729,668,884
2016,GBR,Females,25 - 34,1186,1081,1033,1315
2016,USA,Females,0 - 14,476,490,409,619
2016,USA,Females,15 - 24,1000,1113,937,1339
2016,USA,Females,25 - 34,797,716,727,1002
2016,VEN,Females,0 - 14,1556,1262,1095,1557
2016,VEN,Females,15 - 24,1528,1536,1356,1791
2016,VEN,Females,25 - 34,3007,2966,2504,3278
2016,VEN,Females,35 - 44,1707,1613,1389,1796
2016,VEN,Females,45 - 54,958,965,878,1173
2016,VEN,Females,55 - 64,936,965,713,1055
2016,VEN,Females,65+,741,777,583,840
2016,VEN,Males,15 - 24,1326,1325,1135,1494
2016,VEN,Males,25 - 34,2587,2622,2018,2792
2016,VEN,Males,35 - 44,1298,1274,1014,1372
2016,VEN,Males,45 - 54,570,570,491,694
2016,VEN,Males,55 - 64,326,390,304,428
2016,VEN,Males,65+,301,328,257,375
2016,MAR,Females,55 - 64,753,771,638,860
2016,VEN,Males,0 - 14,1665,1319,1100,1557
2016,USA,Females,35 - 44,363,351,297,424
2016,USA,Females,45 - 54,228,262,200,302
2016,USA,Females,55 - 64,175,238,161,242
2016,USA,Females,65+,167,164,148,210
2016,USA,Males,0 - 14,519,494,442,638
2016,USA,Males,15 - 24,581,624,568,839
2016,USA,Males,25 - 34,628,571,529,760
2016,USA,Males,35 - 44,309,318,287,397
2016,USA,Males,45 - 54,286,241,212,319
2016,USA,Males,55 - 64,196,222,170,244
2016,USA,Males,65+,192,204,169,238
2016,UKR,Males,25 - 34,783,700,500,785
2016,UKR,Males,15 - 24,600,647,432,619
2016,UKR,Males,0 - 14,582,767,576,816
2016,RUS,Females,15 - 24,528,638,530,757
2016,RUS,Females,25 - 34,986,1007,887,1237
2016,RUS,Females,35 - 44,711,820,762,1035
2016,RUS,Females,45 - 54,486,589,507,738
2016,RUS,Females,55 - 64,364,346,340,466
2016,RUS,Females,65+,217,194,186,289
2016,RUS,Males,0 - 14,602,765,686,982
2016,RUS,Males,15 - 24,265,318,272,401
2016,RUS,Males,25 - 34,376,423,396,582
2016,RUS,Males,35 - 44,431,567,500,708
2016,RUS,Males,45 - 54,367,375,367,552
2016,RUS,Males,55 - 64,209,196,182,267
2016,RUS,Males,65+,92,95,86,144
2016,UKR,Females,0 - 14,564,660,539,841
2016,UKR,Females,15 - 24,717,750,610,851
2016,UKR,Females,25 - 34,1003,970,825,1233
2016,UKR,Females,35 - 44,668,732,607,830
2016,UKR,Females,45 - 54,462,511,403,567
2016,UKR,Females,55 - 64,330,319,253,355
2016,UKR,Females,65+,155,186,131,219
2016,MAR,Females,45 - 54,826,893,868,1195
2016,MAR,Females,35 - 44,1655,1808,1787,2580
2016,MAR,Females,25 - 34,3575,4038,3719,5086
2016,CHN,Females,0 - 14,846,695,653,1054
2016,CHN,Females,15 - 24,1758,1882,1404,2158
2016,CHN,Females,25 - 34,1269,1391,1063,1591
2016,CHN,Females,35 - 44,796,846,693,1061
2016,CHN,Females,45 - 54,499,400,360,574
2016,CHN,Females,55 - 64,246,211,156,284
2016,CHN,Males,0 - 14,1103,884,684,1203
2016,CHN,Males,15 - 24,1264,1521,1028,1764
2016,CHN,Males,25 - 34,883,1007,798,1315
2016,CHN,Males,35 - 44,674,671,558,960
2016,CHN,Males,45 - 54,444,374,299,503
2016,CHN,Males,55 - 64,180,159,109,225
2016,CHN,Females,65+,131,120,95,181
2016,CHN,Males,65+,120,111,71,144
2016,BGR,Females,25 - 34,549,495,473,624
2016,BGR,Females,35 - 44,496,437,372,507
2016,BGR,Females,45 - 54,309,326,266,357
2016,BGR,Females,55 - 64,215,189,174,242
2016,BGR,Females,65+,169,133,126,178
2016,BGR,Males,0 - 14,412,355,313,443
2016,BGR,Males,15 - 24,445,359,355,512
2016,BGR,Males,35 - 44,537,502,425,610
2016,BGR,Males,45 - 54,318,332,291,395
2016,BGR,Males,55 - 64,163,159,132,185
2016,BGR,Males,65+,75,65,64,93
2016,BGR,Males,25 - 34,589,532,459,658
2016,COL,Males,65+,300,215,178,290
2016,CUB,Females,0 - 14,302,334,283,399
2016,CUB,Females,15 - 24,470,483,476,653
2016,CUB,Females,25 - 34,778,847,811,1154
2016,CUB,Females,35 - 44,463,543,502,702
2016,CUB,Females,45 - 54,539,504,451,620
2016,CUB,Females,55 - 64,362,350,293,407
2016,CUB,Females,65+,323,280,259,361
2016,COL,Males,55 - 64,325,271,252,365
2016,COL,Males,45 - 54,693,694,527,799
2016,COL,Males,35 - 44,1391,1430,1075,1562
2016,COL,Females,0 - 14,1567,1232,1195,1924
2016,COL,Females,15 - 24,2452,2101,1824,2561
2016,COL,Females,25 - 34,3556,3376,2849,4128
2016,COL,Females,35 - 44,2004,1909,1392,2226
2016,COL,Females,45 - 54,1491,1103,898,1330
2016,COL,Females,55 - 64,1039,794,648,950
2016,COL,Females,65+,870,576,457,751
2016,COL,Males,0 - 14,1621,1401,1265,1814
2016,COL,Males,15 - 24,2298,1963,1592,2447
2016,COL,Males,25 - 34,2986,3166,2257,3621
2016,BGR,Females,15 - 24,453,465,432,584
2016,BGR,Females,0 - 14,420,315,306,434
2016,DZA,Males,55 - 64,138,152,134,203
2016,DZA,Males,65+,81,79,69,112
2016,DZA,Males,45 - 54,365,294,262,381
2016,ARG,Females,0 - 14,485,400,337,502
2016,ARG,Females,15 - 24,547,527,432,600
2016,ARG,Females,25 - 34,1015,989,876,1284
2016,ARG,Females,35 - 44,557,526,430,610
2016,ARG,Females,45 - 54,262,271,234,344
2016,ARG,Females,55 - 64,235,234,194,289
2016,DZA,Males,35 - 44,487,617,491,694
2016,DZA,Males,15 - 24,413,604,419,685
2016,DZA,Males,25 - 34,557,827,726,1132
2016,DZA,Females,0 - 14,416,485,328,518
2016,DZA,Females,25 - 34,502,556,449,628
2016,DZA,Females,35 - 44,320,282,240,367
2016,DZA,Females,45 - 54,197,175,157,229
2016,DZA,Females,55 - 64,116,145,107,161
2016,DZA,Females,65+,75,80,66,107
2016,DZA,Males,0 - 14,500,536,461,700
2016,DZA,Females,15 - 24,264,324,266,413
2016,ARG,Females,65+,315,266,201,330
2016,ARG,Males,0 - 14,422,408,365,531
2016,BRA,Females,65+,164,136,118,190
2016,BRA,Males,0 - 14,804,682,517,815
2016,BRA,Males,15 - 24,925,873,740,1024
2016,BRA,Males,25 - 34,1313,968,1016,1416
2016,BRA,Males,35 - 44,693,535,480,731
2016,BRA,Males,45 - 54,240,217,184,264
2016,BRA,Females,55 - 64,265,280,212,309
2016,BRA,Males,55 - 64,95,101,67,102
2016,BRA,Males,65+,61,60,39,61
2016,BRA,Females,45 - 54,505,492,394,563
2016,BRA,Females,35 - 44,1146,926,845,1187
2016,BRA,Females,25 - 34,1746,1506,1533,2041
2016,ARG,Males,15 - 24,520,503,409,584
2016,ARG,Males,25 - 34,902,943,855,1217
2016,ARG,Males,35 - 44,556,536,422,598
2016,ARG,Males,45 - 54,248,238,211,301
2016,ARG,Males,55 - 64,133,138,117,174
2016,ARG,Males,65+,156,156,130,196
2016,BRA,Females,0 - 14,763,797,636,891
2016,BRA,Females,15 - 24,997,1151,986,1385
2016,CUB,Males,0 - 14,296,338,297,427
2016,CUB,Males,25 - 34,778,718,650,1005
2016,HND,Females,0 - 14,828,994,772,1169
2016,HND,Females,25 - 34,2733,2581,2080,2799
2016,HND,Females,35 - 44,1309,1247,1014,1385
2016,HND,Females,45 - 54,562,480,407,571
2016,HND,Females,55 - 64,195,161,140,221
2016,HND,Females,65+,98,85,68,117
2016,HND,Males,0 - 14,807,794,580,890
2016,HND,Females,15 - 24,2304,2121,1815,2608
2016,CUB,Males,15 - 24,430,445,392,535
2016,DEU,Males,55 - 64,495,530,445,700
2016,DEU,Females,0 - 14,348,417,316,511
2016,DEU,Females,15 - 24,673,787,497,813
2016,DEU,Females,25 - 34,796,800,661,1004
2016,DEU,Females,35 - 44,465,456,384,619
2016,DEU,Males,65+,571,611,517,816
2016,DEU,Females,45 - 54,470,456,381,585
2016,DEU,Females,65+,460,567,455,738
2016,DEU,Males,0 - 14,386,435,317,508
2016,DEU,Males,15 - 24,401,451,331,534
2016,DEU,Males,25 - 34,697,762,567,910
2016,DEU,Males,35 - 44,468,655,443,733
2016,DEU,Males,45 - 54,612,670,474,714
2016,DEU,Females,55 - 64,411,482,387,636
2016,HND,Males,25 - 34,744,845,623,939
2016,HND,Males,35 - 44,293,319,244,380
2016,HND,Males,45 - 54,89,114,90,141
2016,ITA,Males,25 - 34,3910,3869,3770,4612
2016,ITA,Males,35 - 44,2336,2185,1989,2488
2016,ITA,Males,45 - 54,1341,1254,1067,1351
2016,ITA,Males,55 - 64,682,719,626,779
2016,ITA,Males,65+,666,519,500,657
2016,ITA,Males,15 - 24,1816,1863,1662,2220
2016,MAR,Females,0 - 14,2294,2515,2042,3170
2016,MAR,Females,15 - 24,3184,3725,3082,4762
2016,ITA,Males,0 - 14,1189,1298,985,1340
2016,ITA,Females,65+,567,569,517,679
2016,HND,Males,55 - 64,36,47,32,54
2016,HND,Males,65+,45,33,20,39
2016,ITA,Females,0 - 14,1071,1023,844,1172
2016,ITA,Females,15 - 24,1878,1756,1661,2055
2016,ITA,Females,25 - 34,3221,3321,3034,3661
2016,ITA,Females,35 - 44,1474,1458,1308,1607
2016,ITA,Females,45 - 54,877,877,734,932
2016,ITA,Females,55 - 64,638,633,549,706
2016,HND,Males,15 - 24,853,725,700,989
2016,DOM,Males,0 - 14,840,810,699,982
2016,DOM,Males,15 - 24,1046,1034,899,1219
2016,DOM,Males,25 - 34,866,913,825,1103
2016,DOM,Males,35 - 44,524,467,451,646
2016,DOM,Males,45 - 54,253,232,207,284
2016,DOM,Males,55 - 64,77,80,66,96
2016,DOM,Males,65+,46,42,35,54
2016,DOM,Females,65+,92,81,65,116
2016,DOM,Females,55 - 64,138,151,109,156
2016,DOM,Females,45 - 54,281,313,238,335
2016,CUB,Males,45 - 54,377,425,332,454
2016,CUB,Males,55 - 64,183,202,165,233
2016,CUB,Males,65+,167,169,139,221
2016,DOM,Females,0 - 14,866,706,612,841
2016,DOM,Females,15 - 24,1263,1262,1024,1357
2016,DOM,Females,25 - 34,1197,1129,1023,1296
2016,DOM,Females,35 - 44,568,620,520,687
2016,ECU,Females,0 - 14,425,392,347,538
2016,ECU,Females,15 - 24,944,918,686,978
2016,CUB,Males,35 - 44,404,446,409,580
2016,ECU,Females,35 - 44,438,353,325,465
2016,FRA,Females,15 - 24,1060,944,723,1103
2016,FRA,Females,25 - 34,1052,908,866,1235
2016,FRA,Females,35 - 44,567,377,416,651
2016,FRA,Females,45 - 54,419,290,289,459
2016,FRA,Females,55 - 64,372,394,322,488
2016,ECU,Females,25 - 34,1073,774,734,1073
2016,FRA,Females,0 - 14,633,481,434,723
2016,FRA,Males,0 - 14,661,536,466,760
2016,FRA,Males,25 - 34,1122,970,907,1268
2016,FRA,Males,35 - 44,790,573,566,829
2016,FRA,Males,45 - 54,533,433,410,604
2016,FRA,Males,55 - 64,504,397,347,593
2016,FRA,Males,65+,488,447,338,591
2016,FRA,Males,15 - 24,691,653,586,846
2016,FRA,Females,65+,447,491,349,547
2016,ECU,Females,55 - 64,109,120,109,164
2016,ECU,Females,65+,95,89,95,145
2016,ECU,Males,0 - 14,538,508,406,685
2016,ECU,Males,15 - 24,966,923,750,1060
2016,ECU,Males,25 - 34,1017,935,813,1124
2016,ECU,Males,35 - 44,499,441,357,506
2016,ECU,Females,45 - 54,238,211,186,287
2016,ECU,Males,55 - 64,103,70,64,106
2016,ECU,Males,65+,45,54,47,80
2016,ECU,Males,45 - 54,273,223,184,264
2017,PER,Males,45 - 54,460,629,499,737
2017,PER,Males,55 - 64,229,294,240,352
2017,PER,Males,65+,331,355,266,391
2017,PRT,Females,0 - 14,431,473,372,505
2017,PRT,Females,15 - 24,627,669,577,758
2017,PRT,Females,25 - 34,1019,1151,868,1118
2017,PRT,Females,35 - 44,554,608,499,661
2017,PER,Males,35 - 44,968,1202,954,1354
2017,PER,Males,15 - 24,1096,1217,1139,1545
2017,PRT,Females,45 - 54,309,356,293,418
2017,PER,Females,0 - 14,932,1111,1000,1418
2017,PER,Females,15 - 24,1296,1396,1330,1852
2017,PER,Females,25 - 34,2342,2841,2324,3085
2017,PER,Females,35 - 44,1478,1592,1357,1852
2017,PER,Females,45 - 54,908,926,801,1112
2017,PER,Females,55 - 64,548,517,503,716
2017,PER,Females,65+,650,609,482,764
2017,PER,Males,0 - 14,906,1084,994,1437
2017,PER,Males,25 - 34,1731,2073,1743,2459
2017,PRT,Females,55 - 64,205,201,182,259
2017,ROU,Females,0 - 14,2402,2140,1922,2579
2017,ROU,Females,55 - 64,947,954,784,1110
2017,ROU,Females,65+,531,450,427,605
2017,ROU,Males,0 - 14,2515,2341,2007,2703
2017,ROU,Males,15 - 24,3801,3455,2932,3991
2017,ROU,Males,25 - 34,4262,3752,3286,4335
2017,ROU,Males,35 - 44,3019,2818,2410,3305
2017,ROU,Females,45 - 54,1653,1555,1388,1815
2017,ROU,Males,45 - 54,1649,1413,1377,1836
2017,ROU,Males,65+,228,242,206,330
2017,ROU,Males,55 - 64,653,637,571,780
2017,PRT,Females,65+,154,186,157,226
2017,ROU,Females,35 - 44,2463,2123,2100,2821
2017,ROU,Females,15 - 24,3413,3245,3124,4281
2017,PRT,Males,0 - 14,494,425,444,594
2017,PRT,Males,15 - 24,678,636,591,788
2017,PRT,Males,25 - 34,1225,1357,1121,1463
2017,PRT,Males,35 - 44,934,1179,849,1192
2017,PRT,Males,45 - 54,552,690,524,733
2017,PRT,Males,55 - 64,221,278,224,369
2017,PRT,Males,65+,146,164,141,195
2017,ROU,Females,25 - 34,3495,2973,2942,4100
2017,PRY,Males,55 - 64,67,65,53,88
2017,NIC,Females,45 - 54,318,282,262,409
2017,NIC,Females,55 - 64,78,90,71,125
2017,NIC,Females,65+,39,30,22,48
2017,NIC,Males,0 - 14,332,251,208,361
2017,NIC,Males,15 - 24,542,528,375,602
2017,NIC,Males,25 - 34,548,526,427,709
2017,NIC,Females,35 - 44,824,676,678,1046
2017,NIC,Males,35 - 44,191,204,182,296
2017,NIC,Males,55 - 64,12,19,12,26
2017,NIC,Males,65+,10,8,5,11
2017,NIC,Males,45 - 54,41,70,48,95
2017,NIC,Females,25 - 34,1609,1500,1284,1967
2017,NIC,Females,15 - 24,1245,1216,976,1458
2017,NIC,Females,0 - 14,381,322,295,515
2017,MAR,Males,0 - 14,3652,4280,3780,5518
2017,MAR,Males,15 - 24,5762,6399,5312,8777
2017,MAR,Males,25 - 34,7715,8361,7645,10780
2017,MAR,Males,35 - 44,3338,4361,3868,5433
2017,MAR,Males,45 - 54,1138,1600,1477,2079
2017,MAR,Males,55 - 64,625,763,677,1027
2017,MAR,Males,65+,547,607,507,788
2017,PRY,Males,65+,21,38,27,51
2017,PRY,Females,0 - 14,614,715,568,830
2017,PRY,Females,15 - 24,1702,1807,1386,2094
2017,PRY,Females,25 - 34,1435,1869,1444,2184
2017,PRY,Females,35 - 44,674,874,682,987
2017,PRY,Females,45 - 54,451,509,417,607
2017,PRY,Females,65+,87,118,93,163
2017,PRY,Males,0 - 14,550,540,490,706
2017,PRY,Males,15 - 24,1063,1132,861,1248
2017,PRY,Males,25 - 34,980,994,858,1231
2017,PRY,Males,35 - 44,311,395,317,473
2017,PRY,Males,45 - 54,135,169,140,214
2017,PRY,Females,55 - 64,274,242,226,349
2017,PAK,Females,0 - 14,518,391,292,530
2017,PAK,Females,15 - 24,369,295,290,487
2017,PAK,Females,25 - 34,610,476,445,710
2017,PAK,Females,35 - 44,378,261,232,375
2017,PAK,Females,45 - 54,84,94,79,146
2017,PAK,Females,55 - 64,28,29,22,47
2017,PAK,Females,65+,13,17,13,32
2017,PAK,Males,0 - 14,692,634,549,897
2017,PAK,Males,15 - 24,1352,968,820,1306
2017,PAK,Males,25 - 34,1600,1464,1248,1857
2017,PAK,Males,35 - 44,673,788,645,1041
2017,PAK,Males,45 - 54,200,310,200,351
2017,PAK,Males,55 - 64,41,62,45,96
2017,PAK,Males,65+,22,19,16,32
2017,RUS,Females,0 - 14,674,780,623,1094
2017,GBR,Males,0 - 14,1127,1043,964,1304
2017,GBR,Males,15 - 24,645,637,654,942
2017,GBR,Males,25 - 34,1529,1231,1301,1691
2017,GBR,Males,35 - 44,1417,1246,1236,1623
2017,GBR,Males,45 - 54,1918,1811,1702,2159
2017,GBR,Males,55 - 64,2434,2616,2361,3069
2017,GBR,Males,65+,2287,2467,1959,2719
2017,USA,Females,0 - 14,622,588,538,805
2017,GBR,Females,65+,1469,1717,1461,1985
2017,GBR,Females,45 - 54,1718,1468,1392,1806
2017,UKR,Males,45 - 54,313,377,319,483
2017,UKR,Males,55 - 64,142,153,142,196
2017,UKR,Males,65+,75,63,67,116
2017,GBR,Females,55 - 64,2235,2435,1969,2623
2017,GBR,Females,0 - 14,1053,866,849,1168
2017,GBR,Females,15 - 24,896,824,821,1130
2017,GBR,Females,25 - 34,1390,1183,1266,1656
2017,GBR,Females,35 - 44,1129,1083,1040,1346
2017,USA,Females,15 - 24,1256,1419,1091,1581
2017,USA,Females,25 - 34,1107,1031,885,1248
2017,USA,Females,35 - 44,432,427,368,599
2017,VEN,Females,15 - 24,2949,2866,2346,3282
2017,VEN,Females,25 - 34,4884,5236,4126,5648
2017,VEN,Females,35 - 44,2835,2812,2303,3251
2017,VEN,Females,45 - 54,1908,1696,1498,2075
2017,VEN,Females,55 - 64,1495,1551,1212,1802
2017,VEN,Females,65+,1182,1352,980,1485
2017,VEN,Females,0 - 14,2607,2354,1883,2708
2017,VEN,Males,0 - 14,2760,2377,1913,2767
2017,VEN,Males,25 - 34,4104,4344,3458,4982
2017,VEN,Males,35 - 44,2346,2301,1802,2530
2017,VEN,Males,45 - 54,1066,1138,910,1316
2017,VEN,Males,55 - 64,605,694,560,820
2017,VEN,Males,65+,534,600,470,715
2017,MAR,Females,65+,915,931,681,1091
2017,VEN,Males,15 - 24,2323,2507,2025,2813
2017,USA,Females,45 - 54,292,304,258,397
2017,USA,Females,55 - 64,226,263,199,314
2017,USA,Females,65+,200,186,181,281
2017,USA,Males,0 - 14,663,670,574,852
2017,USA,Males,15 - 24,666,901,685,1091
2017,USA,Males,25 - 34,803,791,667,976
2017,USA,Males,35 - 44,382,396,362,561
